namePrimary,nameSecondary,sku,barcode,categoryCode,taxGroup,trackingType,cost,sellPrice,baseUnit,brand,partNumber,reorderLevel,valuationMethod,wholesalePrice
Karcher Steel Chain 16 Gauge,سلاسل 16 Gauge,HW-104006,6198048702169,CAT079,,none,16.863,21.891,PCS,Karcher,KAR-57114,25,wac,19.395
Hitachi Screwdriver Set Medium,,HW-104007,6763331254613,CAT011,,none,22.879,27.975,PCS,Hitachi,HIT-28113,50,wac,25.169
Skil Wheelbarrow 20L,عربات يدوية 20L,HW-104008,6798495524482,CAT073,,none,4.450,6.805,PCS,Skil,SKI-27106,10,wac,4.918
dewalt spirit level 3/8 inch,ميزان مياه 3/8 inch,HW-104009,6691097078363,CAT087,,none,23.777,36.568,PCS,DeWalt,DEW-1916,25,fifo,26.239
Hitachi Flat Washer 40mm,حلقات 40mm,HW-104010,6701191582023,CAT023,,none,3.497,4.145,PCS,Hitachi,HIT-51805,25,wac,3.882
Tolsen Jigsaw 50kg,مناشير منحنية 50kg,HW-104011,6328171364652,CAT005,,none,9.180,14.082,PCS,Tolsen,TOL-6414,25,wac,11.005
"YATO VERNIER CALIPER 22 GAUGE,",فرجار قياس 22 Gauge,HW-104012,6455620719121,CAT089,,none,7.649,KWD 10.660,PCS,Yato,YAT-68217,15,fifo,KWD 8.468
Yato PU Foam Filler Small,رغوة عازلة Small,HW-104013,6553460378190,CAT062,,batch,16.785,25.441,PCS,,YAT-85441,25,wac,18.355
Metabo Wall Plug 6mm,مثبتات جدارية 6mm,HW-104014,6892578999065,CAT024,,none,9.148,12.142,PCS,Metabo,MET-37792,50,fifo,10.553
Makita Circular Saw 1200W.,مناشير دائرية 1200W,HW-104015,6204539819751,CAT004,,none,24.523,31.378,PCS,Makita,,5,wac,27.903
Tolsen Emulsion Paint 20mm,دهان مائي 20mm,HW-104016,6555291476357,CAT044,,batch,18.382,23.896,PCS,Tolsen,TOL-78101,25,wac,20.770
MAKITA SUPER GLUE 20L,لاصق سريع 20L,HW-104017,6156031591086,CAT061,,batch,1.247,1.616,pcs,Makita,MAK-18491,10,wac,1.416
Crown Gate Valve 1kg,صمامات 1kg,HW-104018,6143371990256,CAT032,,none,20.047,KWD 31.071,PCS,Crown,CRO-65960,10,wac,22.984
Metabo PVC Conduit Pipe 12mm,مواسير كهرباء 12mm,HW-104019,6407406526113,CAT041,,none,17.719,KD 25.373,Pieces,Metabo,MET-32943,'20,fifo,21.237
Crown Tile Adhesive Bag 2000W,لاصق بلاط 2000W,HW-104020,6878244598193,CAT071,,none,9.349,11.344,PCS,Crown,CRO-62574,10,wac,10.990
Karcher Dust Mask Respirator 18 Gauge,أقنعة تنفس 18 Gauge,HW-104021,6151582449335,CAT056,,none,4.076,4.871,PCS,Karcher,KAR-52102,5,fifo,4.703
Metabo Wall Primer 18L,برايمر 18L,HW-104022,6183194068361,CAT046,,batch,14.114,18.092,PCS,Metabo,MET-27532,50,fifo,15.576
Al-Fanar Spray Paint Can 18 Gauge,بخاخ دهان 18 Gauge,HW-104023,6784026935724,CAT047,,batch,106.917,165.616,PCS,Al-Fanar,AL--57927,15,wac,127.360
Stanley MIG Welder 5kg,ماكينات لحام 5kg,HW-104024,6837773953595,CAT008,,none,0.308,0.460,PCS,Stanley,STA-50772,25,wac,0.338
total portable generator xl,مولدات كهرباء XL,HW-104025,6603946552832,CAT007,,none,12.002,15.317,pcs,Total,TOT-57354,20,wac,13.479
Hilti Tape Measure 5kg,,HW-104026,6267514727525,CAT086,,none,4.906,6.804,PCS,Hilti,HIL-96499,5,fifo,KWD 5.598
Metabo Impact Driver 18L,مثاقب 18L,HW-104027,6668933913340,CAT002,,none,20.172,28.414,PCS,Metabo,MET-1175,50,fifo,24.203
Sata Sandpaper Sheet 1/4 inch,ورق صنفرة 1/4 inch,HW-104028,6946673915694,CAT064,,none,21.814,29.230,PCS,Sata,SAT-38946,50,wac,24.776
Yato Combination Pliers 50mm,زرادية 50mm,HW-104029,6363853617628,CAT012,,none,21.033,29.343,pcs,Yato,YAT-3499,5,wac,22.849
gulf star electrical cable 20l,كابلات وأسلاك 20L,HW-104030,6429423504320,CAT037,,none,3.214,4.287,PCS,Gulf Star,,15,fifo,3.587
Karcher Spring Washer 18L,حلقات 18L,HW-104031,6353690836534,CAT023,,none,KD 10.481,13.276,PCS,Karcher,KAR-5602,50,wac,11.410
Hitachi PVC Pipe 50mm.,مواسير بي في سي 50mm,HW-104032,6593998701455,CAT029,,none,KD 2.033,2.903,PCS,Hitachi,HIT-94838,25,wac,2.275
DeWalt Flat Washer 450W,حلقات 450W,HW-104033,6653288535442,CAT023,,none,16.350,21.393,PCS,DeWalt,DEW-68794,15,fifo,KWD 17.845
Ingco Dust Mask Respirator 10kg,أقنعة تنفس 10kg,HW-104034,6318147147190,CAT056,,none,9.487,13.374,PCS,Ingco,ING-9913,50,fifo,10.682
Gulf Star Tile Adhesive Bag 10mm,لاصق بلاط 10mm,HW-104035,6401825972234,CAT071,,none,13.807,18.865,pcs,Gulf Star,GUL-37601,15,wac,16.361
Sata Screwdriver Set 25kg,مفكات 25kg,HW-104036,6588988130225,CAT011,,none,KWD 20.648,28.924,pc,Sata,SAT-5813,5,fifo,22.691
Tolsen Electrical Cable 12mm,,HW-104037,6250223423885,CAT037,,none,13.835,19.795,PC,Tolsen,,5,wac,KWD 16.250
Bosch Step Stool Large,مقاعد درج Large,HW-104038,6925934236883,CAT092,,none,24.455,32.514,PCS,Bosch,BOS-70605,10,fifo,28.414
Crown Steel Toe Safety Boots 3/4 inch.,,HW-104039,6232435376817,CAT053,,none,6.574,9.927,PCS,Crown,CRO-5778,50,wac,7.250
Hitachi Machine Screw 20L,براغي آلات 20L,HW-104040,6214649536209,CAT020,,none,10.771,13.320,PCS,Hitachi,HIT-55148,50,wac,12.261
Al-Fanar Silicone Sealant Tube 25kg,سيليكون 25kg,HW-104041,6492882712961,CAT058,,batch,5.916,KWD 7.038,PCS,Al-Fanar,AL--14419,5,wac,6.635
Sata Wood Screw 20L,براغي خشب 20L,HW-104042,6679514312709,CAT019,,none,24.208,37.399,PCS,Sata,SAT-49673,10,wac,26.934
Hitachi Work Gloves XL,قفازات XL,HW-104043,6433316060043,CAT052,,none,23.159,29.037,PCS,Hitachi,HIT-65344,25,wac,27.195
Ridgid Construction Adhesive 2000W,,HW-104044,6303679912303,CAT059,,batch,22.284,26.407,PCS,Ridgid,RID-8471,25,wac,25.526
KARCHER CUTTING DISC LARGE,أقراص قطع Large,HW-104045,6775143831500,CAT066,,none,17.808,22.853,PCS,Karcher,KAR-64911,25,wac,19.265
Tolsen Power Socket 22 Gauge,مفاتيح وأفياش 22 Gauge,HW-104046,6704293960461,CAT038,,none,20.194,31.140,PCS,Tolsen,TOL-24255,15,wac,21.898
Ridgid Grinding Disc 900W,أقراص جلخ 900W,HW-104047,6972398044066,CAT065,,none,67.939,KWD 85.226,PCS,Ridgid,RID-64595,15,wac,74.444
Bosch Adjustable Wrench 1/2 inch,مفاتيح ربط 1/2 inch,HW-104048,6529704332043,CAT010,,none,13.304,20.188,PCS,Bosch,BOS-36565,20,wac,15.467
Tolsen Combination Wrench 18 Gauge,مفاتيح ربط 18 Gauge,HW-104049,6999320532352,CAT010,,none,23.478,35.258,PC,Tolsen,TOL-85027,10,wac,27.591
Al-Fanar Silicone Sealant Tube 18 Gauge,,HW-104050,6580947469078,CAT058,,batch,3.058,3.636,PCS,Al-Fanar,AL--80533,50,fifo,3.596
Stanley Plastic Water Tank 40mm,خزانات مياه 40mm,HW-104051,6401757895264,CAT034,,none,8.059,11.385,PCS,Stanley,STA-16368,20,wac,9.250
Hitachi Welding Electrode 9L,أسياخ لحام 9L,HW-104052,6231586197960,CAT095,,none,4.398,6.525,PCS,Hitachi,HIT-37497,50,wac,4.884
 AL-FANAR SILICONE SEALANT TUBE 9L ,سيليكون 9L,HW-104053,6953836367538,CAT058,,batch,12.111,16.711,PCS,Al-Fanar,AL--81692,5,wac,13.759
Ridgid Wheelbarrow 25kg,عربات يدوية 25kg,HW-104054,6605357790446,CAT073,,none,11.536,15.966,PCS,Ridgid,RID-1049,50,wac,13.168
Sata Spray Paint Can 1/4 inch,بخاخ دهان 1/4 inch,HW-104055,6349333486894,CAT047,,batch,23.215,30.862,PCS,Sata,SAT-26030,10,wac,25.251
DeWalt Work Gloves 25kg,قفازات 25kg,HW-104056,6403604507005,CAT052,,none,19.235,23.605,PCS,DeWalt,DEW-35226,20,wac,21.457
Ridgid Garden Cart 10kg,عربات حديقة 10kg,HW-104057,6333387561855,CAT084,,none,3.574,4.496,PCS,Ridgid,,20,wac,4.057
Makita Welding Electrode 4L,أسياخ لحام 4L,HW-104058,6500209562061,CAT095,,none,22.434,KD 28.627,PCS,Makita,MAK-80999,5,fifo,25.388
Stanley Welding Electrode 1L,أسياخ لحام 1L,HW-104059,6873641546485,CAT095,,none,KWD 1.453,1.951,PCS,Stanley,STA-81037,10,wac,1.595
Hilti Door Hinge 16mm,مفصلات أبواب 16mm,HW-104060,6249533415649,CAT075,,none,23.493,28.517,PCS,Hilti,HIL-57419,5,wac,27.912
DeWalt Padlock 1/4 inch,أقفال 1/4 inch,HW-104061,6821268420590,CAT076,,none,20.501,28.163,pc,DeWalt,DEW-82278,15,wac,22.700
AL-FANAR SPRAY PAINT CAN 750W,بخاخ دهان 750W,HW-104062,6499964539902,CAT047,,batch,11.686,15.419,PCS,Al-Fanar,AL--60120,10,wac,13.069
Hilti  Machine Screw 1200W,,HW-104063,6455392987725,CAT020,,none,15.003,18.228,PCS,Hilti,HIL-27769,20,wac,17.452
SATA ADJUSTABLE WRENCH 900W,مفاتيح ربط 900W,HW-104064,6245906574915,CAT010,,none,9.860,13.064,PCS,Sata,SAT-88643,20,wac,KD 11.256
Metabo Mini Grinder 8mm,صنفرة زاوية 8mm,HW-104065,6999582437260,CAT003,,none,15.502,20.682,pcs,Metabo,MET-41064,50,fifo,18.411
Sata Galvanized Metal Sheet 18 Gauge,صفائح معدنية 18 Gauge,HW-104066,6329419784220,CAT097,,none,15.467,20.065,pcs,Sata,SAT-97451,10,wac,16.814
Al-Fanar Extension Cord 1/2 inch,,HW-104067,6740690703485,CAT042,,none,23.156,30.683,pc,Al-Fanar,AL--86282,25,wac,27.703
Makita Construction Adhesive 24 Gauge,لاصق إنشائي 24 Gauge,HW-104068,6816693193869,CAT059,,batch,1.414,2.021,PCS,Makita,MAK-57728,15,wac,1.587
"Karcher Sandpaper Sheet 40mm,",ورق صنفرة 40mm,HW-104069,6951300634849,CAT064,,none,0.490,0.721,PCS,Karcher,KAR-81300,5,wac,KWD 0.556
Black+Decker Machine Screw 18 Gauge,براغي آلات 18 Gauge,HW-104070,6342995475441,CAT020,,none,9.490,11.281,pcs,Black+Decker,BLA-99321,25,fifo,10.676
sata scaffolding frame 20l,سقالات 20L,HW-104071,6494730143598,CAT072,,none,14.156,19.780,PC,Sata,SAT-8984,20,wac,15.737
Yato Wall Plug 6mm,مثبتات جدارية 6mm,HW-104072,6930774868142,CAT024,,none,6.939,8.648,PCS,Yato,YAT-73755,20,fifo,8.009
Sata  Angle Grinder 3/4 inch,,HW-104073,6931675691605,CAT003,,none,13.078,16.165,PCS,Sata,SAT-66603,50,wac,KWD 14.812
Al-Fanar Wood Screw 8mm,براغي خشب 8mm,HW-104074,6548092581632,CAT019,,none,286.117,352.181,PCS,Al-Fanar,AL--96514,25,fifo,338.523
Skil Tape Measure 8mm,أشرطة قياس 8mm,HW-104075,6970807121728,CAT086,,none,22.519,27.619,Nos,Skil,SKI-27015,'15,wac,25.469
  Makita Safety Goggles 8mm,نظارات واقية 8mm,HW-104076,6718513108499,CAT054,,none,6.481,KWD 8.061,PCS,Makita,MAK-47364,25,wac,7.172
sata wall primer 750w,برايمر 750W,HW-104077,6678632393562,CAT046,,batch,13.926,17.714,PCS,Sata,SAT-31542,10,wac,15.402
Black+Decker Plastic Water Tank 9L,خزانات مياه 9L,HW-104078,6160281882906,CAT034,,none,10.423,KWD 14.302,PCS,Black+Decker,BLA-56805,20,wac,12.114
DeWalt Welding Electrode 16 Gauge,أسياخ لحام 16 Gauge,HW-104079,6566206234590,CAT095,,none,7.304,8.822,PCS,DeWalt,,20,wac,8.301
Hitachi Wheelbarrow 4L,,HW-104080,6744415230200,CAT073,,none,8.628,12.054,PCS,Hitachi,HIT-55638,50,wac,10.254
Makita PVC Pipe 18L,مواسير بي في سي 18L,HW-104081,6808445099572,CAT029,,none,4.341,5.473,PCS,Makita,MAK-6114,20,wac,5.051
Karcher Copper Elbow Medium,وصلات نحاس Medium,HW-104082,6306656028809,CAT030,,none,20.085,25.486,PCS,Karcher,KAR-42989,25,wac,22.715
Makita Laser Level 1/2 inch,ميزان ليزر 1/2 inch,HW-104083,6155614013451,CAT088,,none,10.575,13.515,PCS,Makita,MAK-62935,15,fifo,12.287
Metabo Flexible Wire 1500W,كابلات وأسلاك 1500W,HW-104084,6558958304081,CAT037,,none,KD 1.556,KWD 2.267,PC,Metabo,MET-21948,10,fifo,1.714
Ingco Teflon Tape 18L,شريط لحام وسدادات 18L,HW-104085,6513720757465,CAT035,,none,9.750,14.264,pc,Ingco,ING-59707,10,wac,11.449
DeWalt Pruning Shears 20mm,مقصات تقليم 20mm,HW-104086,6697783065867,CAT083,,none,22.126,33.296,PCS,DeWalt,DEW-72080,10,fifo,24.397
Truper Gate Valve Large,صمامات Large,HW-104087,6489890426793,CAT032,,none,KWD 24.771,32.089,pc,Truper,TRU-98748,25,wac,28.728
Tolsen Spring Washer 32mm  ,,HW-104088,6754913182819,CAT023,,none,8.417,12.199,PCS,Tolsen,TOL-71644,5,fifo,9.622
Tolsen Spray Paint Can 1 inch,,HW-104089,6728167742053,CAT047,,batch,20.691,31.585,PCS,Tolsen,TOL-72619,10,wac,23.251
Metabo Long Nose Pliers 20mm,زرادية 20mm,HW-104090,6220448967006,CAT012,,none,14.366,KWD 20.938,PCS,Metabo,,20,fifo,16.471
Crown Combination Wrench 1/2 inch,مفاتيح ربط 1/2 inch,HW-104091,6702113480373,CAT010,,none,5.433,6.506,PCS,Crown,CRO-78832,15,wac,6.486
DeWalt Hi-Vis Safety Vest XL  ,سترات عاكسة XL,HW-104092,6829331293402,CAT055,,none,17.837,27.555,PCS,DeWalt,DEW-39178,20,fifo,20.018
Hilti Hex Nut 20L,,HW-104093,6915118816233,CAT022,,none,1.594,2.342,Pieces,Hilti,HIL-77620,5,fifo,1.796
Ingco Tool Kit 10kg Pieces,طقم عدة 10kg,HW-104094,6883264009441,CAT016,,none,KWD 20.312,31.103,PCS,Ingco,ING-7867,10,wac,KD 23.684
Ingco Wheelbarrow 10kg,عربات يدوية 10kg,HW-104095,6704448290139,CAT073,,none,10.850,13.512,PC,Ingco,ING-50593,5,wac,12.292
"Metabo Garden Shovel 1 inch,",مجارف 1 inch,HW-104096,6233602370196,CAT081,,none,12.713,16.044,PCS,Metabo,MET-24995,20,wac,14.848
Total  Extension Cord Large,,HW-104097,6360628951521,CAT042,,none,14.858,18.342,PCS,Total,TOT-61352,25,wac,16.872
Yato LED Bulb 5kg,إنارة 5kg,HW-104098,6310555555810,CAT040,,none,23.429,30.372,PCS,Yato,YAT-24754,20,fifo,27.602
Metabo Tool Kit 25kg Pieces,طقم عدة 25kg,HW-104099,6555018964700,CAT016,,none,15.238,KWD 20.750,PCS,Metabo,MET-86002,'10,wac,17.899
Yato Hex Nut 1 inch,صواميل وبراغي 1 inch,HW-104100,6159538110599,CAT022,,none,1.216,1.462,PCS,Yato,,5,wac,KWD 1.430
BLACK+DECKER TILE ADHESIVE BAG 18L,لاصق بلاط 18L,HW-104101,6182643474392,CAT071,,none,3.974,6.016,PCS,Black+Decker,BLA-78166,10,wac,4.511
Truper Wheelbarrow 6mm,عربات يدوية 6mm,HW-104102,6463714938946,CAT073,,none,3.108,4.425,PCS,Truper,,25,fifo,3.402
Metabo Steel Toe Safety Boots 20L,أحذية سلامة 20L,HW-104103,6505434822177,CAT053,,none,11.974,KWD 16.269,PCS,Metabo,MET-1193,50,wac,14.117
Sata Aluminium Ladder 25mm,سلالم ألمنيوم 25mm,HW-104104,6364188255512,CAT091,,none,7.159,10.573,pc,Sata,SAT-42946,5,wac,8.134
Total Combination Wrench 9L,مفاتيح ربط 9L,HW-104105,6467539982774,CAT010,,none,14.696,20.099,PCS,Total,,50,fifo,15.924
Total Wall Switch 4L,,HW-104106,6432628878471,CAT038,,none,293.182,KD 450.117,Nos,Total,TOT-39055,50,fifo,334.798
Crown Sledge Hammer 1L,مطارق 1L,HW-104107,6548363081108,CAT013,,none,5.676,KWD 6.974,PCS,Crown,CRO-62709,25,fifo,6.470
Ingco Ready Mix Mortar 20mm,أسمنت وملاط 20mm,HW-104108,6569664060485,CAT069,,none,15.450,23.087,PCS,,ING-55691,10,fifo,17.299
GULF STAR COPPER TEE 20L,وصلات نحاس 20L,HW-104109,6652826793496,CAT030,,none,21.993,32.216,PCS,Gulf Star,GUL-79433,25,wac,24.070
Truper Sprinkler Head 1 inch,خراطيم ورشاشات 1 inch,HW-104110,6858713777875,CAT082,,none,13.026,19.408,PCS,Truper,TRU-28039,'5,wac,14.073
Ridgid Flat Washer 12mm,حلقات 12mm,HW-104111,6643144837709,CAT023,,none,10.205,13.099,Pieces,Ridgid,RID-97775,5,fifo,11.142
Yato Cutting Disc 1 inch,أقراص قطع 1 inch,HW-104112,6842660571632,CAT066,,none,11.573,15.780,PCS,Yato,YAT-38383,20,wac,13.172
Yato Garden Hose 24 Gauge,خراطيم ورشاشات 24 Gauge,HW-104113,6900412238132,CAT082,,none,6.147,8.199,PC,Yato,YAT-78998,20,wac,6.718
Skil Door Handle 25mm,مقابض أبواب 25mm,HW-104114,6233637750325,CAT077,,none,0.666,0.876,Nos,Skil,SKI-17977,25,wac,0.790
Ridgid Grinding Disc 9L,,HW-104115,6507239740619,CAT065,,none,20.174,26.134,PCS,Ridgid,RID-71786,25,fifo,KD 23.260
Bosch Spray Paint Can 4L,بخاخ دهان 4L,HW-104116,6362952693159,CAT047,,batch,KD 15.898,22.949,PCS,Bosch,BOS-25099,50,fifo,17.513
Ridgid Padlock Small,أقفال Small,HW-104117,6794535143044,CAT076,,none,107.518,163.632,PCS,Ridgid,RID-42986,20,wac,121.275
Tolsen Garden Cart 50kg,,HW-104118,6145215297253,CAT084,,none,10.702,14.593,PCS,Tolsen,,25,wac,12.180
Bosch Flat Washer XL,حلقات XL,HW-104119,6131423172312,CAT023,,none,16.021,20.043,PCS,Bosch,BOS-99962,10,wac,17.804
Stanley Cutting Disc 450W,أقراص قطع 450W,HW-104120,6354792302544,CAT066,,none,1.256,1.799,PCS,Stanley,STA-64203,10,fifo,1.409
Black+Decker Step Stool 9L,مقاعد درج 9L,HW-104121,6780612673673,CAT092,,none,2.367,3.257,pcs,Black+Decker,BLA-73300,25,wac,2.697
Tolsen Ball Valve Medium,صمامات Medium,HW-104122,6510123480666,CAT032,,none,11.235,15.234,PCS,Tolsen,TOL-35195,5,wac,13.366
Makita Pruning Shears 18L,مقصات تقليم 18L,HW-104123,6138300968887,CAT083,,none,KD 10.839,16.533,Nos,Makita,,15,fifo,12.246
Makita Paint Roller 50kg,فرش ورولات 50kg,HW-104124,6630665626420,CAT048,,none,KD 24.596,35.134,Pieces,Makita,MAK-93319,'25,wac,28.332
Truper Laser Level Medium,ميزان ليزر Medium,HW-104125,6158330087716,CAT088,,none,13.671,16.671,PCS,Truper,TRU-63468,25,wac,14.902
Hilti Safety Helmet 50kg  ,خوذات 50kg,HW-104126,6390486193936,CAT051,,none,5.933,7.453,PCS,Hilti,HIL-72893,20,wac,6.595
ingco concrete nail 900w,مسامير 900W,HW-104127,6247780868036,CAT025,,none,17.827,21.846,PCS,Ingco,ING-25398,20,fifo,20.615
Sata Basin Tap 25kg,حنفيات وخلاطات 25kg,HW-104128,6396798566365,CAT033,,none,96.530,KD 141.891,PCS,Sata,,10,wac,106.569
Al-Fanar Expansion Anchor Small,مثبتات جدارية Small,HW-104129,6500683844626,CAT024,,none,0.649,0.810,Nos,Al-Fanar,AL--76062,25,fifo,0.708
Al-Fanar Jigsaw 10mm,مناشير منحنية 10mm,HW-104130,6612202190672,CAT005,,none,23.795,29.620,PC,Al-Fanar,AL--2180,15,wac,27.837
Tolsen MIG Welder XL,ماكينات لحام XL,HW-104131,6384871774507,CAT008,,none,2.162,3.206,pc,Tolsen,TOL-81641,20,wac,2.564
Ingco Wood Chisel 20L,إزميل 20L,HW-104132,6960702271851,CAT015,,none,3.174,4.219,pcs,Ingco,ING-80059,25,fifo,3.539
Gulf Star PPR Pipe Small,مواسير بي بي آر Small,HW-104133,6556588320721,CAT031,,none,8.131,9.746,pc,Gulf Star,GUL-67163,20,wac,9.467
Karcher Welding Electrode 20L,أسياخ لحام 20L,HW-104134,6545325552029,CAT095,,none,17.927,25.446,PC,Karcher,KAR-16004,15,wac,19.859
Sata PVC Pipe 25kg,مواسير بي في سي 25kg,HW-104135,6347612915037,CAT029,,none,1.199,1.627,Pieces,Sata,SAT-15030,25,fifo,1.318
Skil MCB Circuit Breaker 1/4 inch,قواطع كهربائية 1/4 inch,HW-104136,6331375732708,CAT039,,none,1.090,1.667,PC,Skil,,25,wac,1.298
Yato Cutting Disc 20L,أقراص قطع 20L,HW-104137,6403001957564,CAT066,,none,18.883,26.704,PCS,Yato,YAT-37743,50,wac,21.646
  Hitachi Hi-Vis Safety Vest 20mm,سترات عاكسة 20mm,HW-104138,6802957838703,CAT055,,none,2.814,3.347,PCS,Hitachi,HIT-57919,20,fifo,KWD 3.292
Hitachi Padlock 3/4 inch,أقفال 3/4 inch,HW-104139,6490349397194,CAT076,,none,11.831,14.758,PCS,Hitachi,,15,wac,12.839
HITACHI WALL PRIMER 5KG,برايمر 5kg,HW-104140,6377697506154,CAT046,,batch,18.530,25.910,PCS,Hitachi,HIT-58084,5,fifo,20.030
Tolsen Power Socket Medium,مفاتيح وأفياش Medium,HW-104141,6204267480706,CAT038,,none,0.123,0.172,Pieces,Tolsen,TOL-81897,5,wac,0.136
Crown Paint Brush Large,,HW-104142,6275731009636,CAT048,,none,18.190,24.074,PCS,Crown,CRO-2166,5,wac,20.515
 Sata Copper Tee 650W ,وصلات نحاس 650W,HW-104143,6174999593977,CAT030,,none,11.973,18.314,PCS,Sata,,15,wac,14.216
Al-Fanar Paint Roller Small,فرش ورولات Small,HW-104144,6122764173163,CAT048,,none,KD 3.326,4.914,PCS,Al-Fanar,AL--5131,'25,wac,3.761
Total Emulsion Paint Medium,دهان مائي Medium,HW-104145,6567505907836,CAT044,,batch,20.151,27.051,PCS,Total,TOT-63183,25,wac,23.936
Total Circular Saw 650W,مناشير دائرية 650W,HW-104146,6680834117427,CAT004,,none,2.640,3.266,PCS,Total,TOT-82983,10,wac,3.082
Metabo Enamel Paint 900W,دهان زيتي 900W,HW-104147,6556958653697,CAT045,,batch,14.770,19.115,pc,Metabo,MET-73336,5,wac,17.305
Stanley Extension Cord 2000W,,HW-104148,6180245653159,CAT042,,none,163.401,217.269,Nos,Stanley,STA-31026,50,wac,193.069
  Crown Wall Primer 1 inch,,HW-104149,6907307324048,CAT046,,batch,11.523,14.094,PCS,Crown,,'20,fifo,12.729
Truper Sprinkler Head 900W,خراطيم ورشاشات 900W,HW-104150,6617336102850,CAT082,,none,9.552,11.467,pcs,Truper,TRU-75436,15,wac,10.687
Karcher Work Gloves 1kg,قفازات 1kg,HW-104151,6389178096608,CAT052,,none,22.577,31.006,Pieces,Karcher,,'10,wac,25.707
Ingco Enamel Paint 900W,دهان زيتي 900W,HW-104152,6520377879974,CAT045,,batch,KWD 14.665,18.204,Pieces,Ingco,,25,fifo,16.233
Makita Step Stool 22 Gauge,مقاعد درج 22 Gauge,HW-104153,6630049901221,CAT092,,none,KD 6.072,7.680,PCS,Makita,MAK-72787,15,wac,7.086
Al-Fanar PPR Pipe 20mm,مواسير بي بي آر 20mm,HW-104154,6314362833376,CAT031,,none,20.523,25.284,PCS,Al-Fanar,AL--64536,20,wac,24.313
Gulf Star Steel Chain 20 Gauge,سلاسل 20 Gauge,HW-104155,6802665984211,CAT079,,none,22.208,31.220,PCS,Gulf Star,GUL-47901,15,wac,24.892
Yato Wall Plug 10kg,مثبتات جدارية 10kg,HW-104156,6875721463247,CAT024,,none,KD 20.129,25.410,PCS,Yato,YAT-15402,50,fifo,22.462
Makita Wire Brush 1/2 inch,فرش سلك 1/2 inch,HW-104157,6344120444112,CAT067,,none,4.620,6.274,PCS,Makita,MAK-46387,5,wac,5.341
Yato Wire Brush 24 Gauge,فرش سلك 24 Gauge,HW-104158,6559118614959,CAT067,,none,9.112,10.848,PCS,Yato,,50,wac,KD 9.843
Ingco Step Stool 18 Gauge,مقاعد درج 18 Gauge,HW-104159,6458362504684,CAT092,,none,KD 22.563,30.114,pcs,Ingco,,15,wac,24.695
Truper Tool Kit 450W Pieces,طقم عدة 450W,HW-104160,6265215349737,CAT016,,none,4.710,7.074,pc,Truper,TRU-26455,'5,wac,5.364
DeWalt Jigsaw 22 Gauge,مناشير منحنية 22 Gauge,HW-104161,6977629693003,CAT005,,none,KD 10.457,15.093,pc,DeWalt,DEW-30055,20,wac,12.231
Bosch Aluminium Ladder 1kg,سلالم ألمنيوم 1kg,HW-104162,6579532369154,CAT091,,none,4.605,6.827,PCS,Bosch,BOS-42975,5,wac,5.251
Truper Jigsaw 16 Gauge,مناشير منحنية 16 Gauge,HW-104163,6827222195023,CAT005,,none,16.951,23.759,PCS,Truper,TRU-55984,10,wac,KWD 20.242
Metabo Tool Kit 10kg Pieces,,HW-104164,6290232772860,CAT016,,none,21.556,29.996,PCS,Metabo,MET-61944,20,wac,24.745
Hitachi Tape Measure 20mm,أشرطة قياس 20mm,HW-104165,6810745996893,CAT086,,none,14.952,20.046,PCS,Hitachi,HIT-12844,15,wac,17.734
  crown wall plug 3/4 inch,مثبتات جدارية 3/4 inch,HW-104166,6606325717790,CAT024,,none,KWD 1.324,1.689,pcs,Crown,CRO-52144,15,wac,1.545
Makita Work Gloves 4L,قفازات 4L,HW-104167,6739070348495,CAT052,,none,21.733,27.665,Pieces,Makita,MAK-24226,50,wac,25.025
Skil Laser Level 1 inch,ميزان ليزر 1 inch,HW-104168,6964123329212,CAT088,,none,5.892,7.729,pcs,Skil,SKI-12462,5,wac,7.001
makita rubber mallet 4l,مطارق 4L,HW-104169,6348998272140,CAT013,,none,20.319,28.616,PCS,Makita,MAK-22445,10,wac,23.870
Ingco Enamel Paint Small,دهان زيتي Small,HW-104170,6465416061924,CAT045,,batch,1.081,1.400,PCS,Ingco,ING-51336,20,wac,1.185
Yato Wall Primer 9L,برايمر 9L,HW-104171,6628369280534,CAT046,,batch,8.059,10.307,PCS,Yato,YAT-97465,5,fifo,9.160
Skil Hi-Vis Safety Vest 25kg,سترات عاكسة 25kg,HW-104172,6723722600161,CAT055,,none,18.423,25.885,pcs,Skil,SKI-99014,10,wac,19.962
TOTAL WOOD SCREW LARGE,براغي خشب Large,HW-104173,6252350828075,CAT019,,none,6.258,9.353,pc,Total,TOT-85325,50,wac,6.816
CROWN COPPER TEE 450W,,HW-104174,6628977017304,CAT030,,none,11.081,13.897,PCS,Crown,CRO-20645,10,wac,12.162
Yato Spring Washer 25kg,حلقات 25kg,HW-104175,6153112533160,CAT023,,none,17.015,24.206,Pieces,Yato,YAT-76324,20,fifo,19.009
Black+Decker Copper Elbow 24 Gauge,,HW-104176,6206116590843,CAT030,,none,KD 8.563,12.190,PCS,Black+Decker,BLA-18965,5,wac,9.491
Gulf Star Galvanized Metal Sheet Large,,HW-104177,6575703639055,CAT097,,none,12.152,18.205,PCS,Gulf Star,GUL-34599,10,wac,13.675
