itemSku,unitCost,Shuwaikh Main,Rai Branch,Fahaheel Branch,Ardiya Warehouse
HW-102281,9.486,0,0,6,0
HW-102282,16.620,0,8,0,2
HW-102283,23.145,1,0,1,0
HW-102284,4.770,10,7,7,0
HW-102285,7.037,1,0,0,0
HW-102286,8.364,0,0,1,0
HW-102287,8.475,0,0,0,0
HW-102288,9.386,0,0,0,0
HW-102289,8.865,0,0,4,0
HW-102290,20.259,0,0,11,0
HW-102291,1.329,5,0,5,12
HW-102292,2.459,0,0,2,0
HW-102293,10.238,0,0,3,0
HW-102294,8.299,0,6,0,12
HW-102295,9.077,0,0,0,0
HW-102296,14.591,0,9,7,0
HW-102297,9.687,5,5,0,6
HW-102298,8.093,6,5,0,1
HW-102299,4.689,3,11,0,0
HW-102300,18.487,0,12,0,2
HW-102301,76.627,0,0,11,10
HW-102302,20.042,0,11,0,0
HW-102303,KD 13.994,0,11,11,0
HW-102304,7.631,0,0,0,10
HW-102305,3.297,9,11,0,12
HW-102306,235.484,11,0,0,0
HW-102307,13.167,12,1,0,0
HW-102308,14.782,0,0,0,0
HW-102309,23.558,5,6,12,0
HW-102310,10.049,0,0,0,0
HW-102311,11.432,0,2,0,0
HW-102312,2.901,0,3,5,3
HW-102313,0.554,0,0,0,9
HW-102314,17.362,0,8,1,3
HW-102315,19.848,0,0,10,0
HW-102316,2.601,10,9,0,0
HW-102317,18.074,9,0,9,0
HW-102318,2.219,9,0,0,9
HW-102319,6.264,11,0,4,2
HW-102320,8.779,9,0,0,5
HW-102321,9.007,3,0,1,2
HW-102322,KWD 1.408,10,0,0,0
HW-102323,4.599,0,0,0,0
HW-102324,KD 13.037,0,0,0,4
HW-102325,9.736,9,0,0,0
HW-102326,20.785,0,0,0,0
HW-102327,KWD 24.803,10,0,2,4
HW-102328,KWD 10.854,0,0,0,0
HW-102329,20.995,1,0,0,0
HW-102330,9.076,4,0,0,1
HW-102331,13.065,0,3,8,11
HW-102332,86.750,0,10,0,0
HW-102333,3.148,2,0,0,1
HW-102334,9.051,4,10,0,0
HW-102335,18.274,6,9,2,0
HW-102336,15.527,8,5,5,0
HW-102337,2.269,3,1,1,0
HW-102338,5.299,8,6,7,0
HW-102339,2.109,0,8,0,0
HW-102340,10.761,0,0,0,12
HW-102341,KWD 17.137,0,0,6,0
HW-102342,23.278,0,0,1,0
HW-102343,7.389,0,7,1,0
HW-102344,23.733,12,4,0,12
HW-102345,KD 1.090,3,9,0,0
HW-102346,18.987,0,0,0,4
HW-102347,24.923,0,5,8,1
HW-102348,15.443,2,0,0,0
HW-102349,8.053,0,3,0,1
HW-102350,16.737,4,8,0,11
HW-102351,5.238,0,0,0,0
HW-102352,4.782,10,8,0,7
HW-102353,18.083,8,0,0,9
HW-102354,22.921,10,8,7,2
HW-102355,16.394,0,1,0,0
HW-102356,5.246,3,4,0,0
HW-102357,21.093,10,0,0,5
HW-102358,14.928,0,0,0,0
HW-102359,KWD 15.914,0,0,0,4
HW-102360,18.468,6,0,0,0
HW-102361,14.469,0,0,11,0
HW-102362,24.460,0,0,0,0
HW-102363,16.441,0,0,9,0
HW-102364,6.870,12,1,12,9
HW-102365,24.353,0,10,0,0
HW-102366,7.322,12,0,0,0
HW-102367,6.993,0,0,0,9
HW-102368,24.224,8,11,10,4
HW-102369,KWD 5.676,9,2,0,5
HW-102370,11.129,11,0,0,6
HW-102371,18.965,0,1,0,9
HW-102372,17.570,2,0,0,0
HW-102373,14.888,0,0,0,0
HW-102374,0.217,12,7,0,0
HW-102375,20.024,10,0,0,11
HW-102376,KWD 1.781,10,1,0,2
HW-102377,1.334,0,0,0,5
HW-102378,6.616,0,5,1,12
HW-102379,1.167,0,0,6,9
HW-102380,0.510,9,0,0,4
HW-102381,7.874,0,0,0,0
HW-102382,14.087,0,4,11,0
HW-102383,14.266,7,5,0,2
HW-102384,KD 22.682,0,12,9,6
HW-102385,1.650,4,0,0,0
HW-102386,KD 0.444,12,6,0,0
HW-102387,4.357,8,10,0,12
HW-102388,3.516,0,4,0,0
HW-102389,13.813,8,10,0,1
HW-102390,7.031,0,8,11,0
HW-102391,3.768,0,6,10,4
HW-102392,10.935,0,0,4,0
HW-102393,24.824,0,0,2,5
HW-102394,3.464,0,0,0,0
HW-102395,19.098,0,2,0,0
HW-102396,11.624,0,0,0,0
HW-102397,15.874,11,3,9,0
HW-102398,5.926,0,0,0,5
HW-102399,KD 19.670,10,0,0,4
HW-102400,22.475,6,0,0,7
HW-102401,142.400,0,7,0,4
HW-102402,1.812,0,0,10,0
HW-102403,5.115,0,10,2,0
HW-102404,19.338,0,0,0,0
HW-102405,17.331,0,2,2,0
HW-102406,24.445,7,0,0,0
HW-102407,6.022,0,0,0,12
HW-102408,10.003,10,0,0,9
HW-102409,0.758,4,9,0,3
HW-102410,4.741,0,6,9,0
HW-102411,17.792,0,0,0,0
HW-102412,21.792,0,0,12,5
HW-102413,15.197,1,6,0,6
HW-102414,4.451,11,0,12,10
HW-102415,17.352,7,0,4,4
HW-102416,9.377,9,0,10,0
HW-102417,13.420,5,10,0,10
HW-102418,22.723,4,0,0,0
HW-102419,24.888,0,0,5,0
HW-102420,KD 2.534,7,0,5,8
HW-102421,9.595,0,6,0,8
HW-102422,18.225,5,0,8,0
HW-102423,22.665,0,10,9,9
HW-102424,4.203,4,4,3,0
HW-102425,3.280,12,0,12,0
HW-102426,6.638,8,0,3,11
HW-102427,1.222,0,6,0,0
HW-102428,13.339,0,7,8,11
HW-102429,3.097,1,0,0,0
HW-102430,24.841,12,0,0,10
HW-102431,20.571,8,0,0,0
HW-102432,0.155,8,0,8,0
HW-102433,4.092,0,0,2,9
HW-102434,9.078,6,12,0,0
HW-102435,0.214,5,0,0,0
HW-102436,KD 13.756,0,5,0,0
HW-102437,0.956,0,0,0,0
HW-102438,17.329,10,3,5,11
HW-102439,146.673,8,3,10,6
HW-102440,17.322,2,0,8,6
HW-102441,0.386,10,0,9,0
HW-102442,KWD 1.070,8,0,11,7
HW-102443,23.537,0,0,7,0
HW-102444,4.883,9,0,0,10
HW-102445,12.883,0,5,6,11
HW-102446,18.623,0,0,7,1
HW-102447,2.538,7,0,0,9
HW-102448,KWD 9.074,0,6,0,0
HW-102449,2.821,8,0,0,8
HW-102450,20.147,0,7,0,0
HW-102451,23.317,0,0,0,1
HW-102452,6.309,0,2,7,4
HW-102453,3.652,6,0,0,11
HW-102454,KWD 13.167,0,0,0,0
HW-102455,15.936,3,0,0,0
HW-102456,5.148,0,0,4,6
HW-102457,87.138,0,0,5,10
HW-102458,17.298,0,0,0,0
HW-102459,24.858,0,0,0,0
HW-102460,6.031,0,12,0,1
HW-102461,21.363,0,9,0,7
HW-102462,KWD 128.235,10,0,0,5
HW-102463,17.770,5,0,0,9
HW-102464,16.913,0,0,0,0
HW-102465,53.516,0,2,7,1
HW-102466,15.198,0,4,0,2
HW-102467,20.221,11,11,8,0
HW-102468,KD 5.035,0,4,0,1
HW-102469,KWD 13.278,7,0,9,9
HW-102470,11.437,0,10,7,11
HW-102471,21.769,0,0,0,4
HW-102472,23.899,0,9,2,0
HW-102473,22.564,8,0,0,0
HW-102474,22.695,7,0,0,4
HW-102475,3.811,0,11,12,0
HW-102476,24.485,11,4,0,7
HW-102477,24.402,0,7,12,12
HW-102478,KWD 11.433,0,0,7,2
HW-102479,14.095,0,0,12,0
HW-102480,0.873,6,0,0,1
HW-102481,13.121,9,0,0,12
HW-102482,7.926,0,0,8,10
HW-102483,4.064,0,0,3,0
HW-102484,5.566,0,0,0,6
HW-102485,24.813,0,0,0,0
HW-102486,12.967,0,12,9,0
HW-102487,19.173,0,0,4,2
HW-102488,9.669,9,0,7,8
HW-102489,8.087,0,0,4,7
HW-102490,9.232,0,3,0,9
HW-102491,7.575,12,10,0,7
HW-102492,21.760,2,8,3,9
HW-102493,20.258,0,0,0,0
HW-102494,1.604,8,9,5,3
HW-102495,23.866,6,10,3,0
HW-102496,23.768,10,8,3,0
HW-102497,20.724,0,6,2,0
HW-102498,10.224,6,0,0,0
HW-102499,2.781,0,4,0,0
HW-102500,23.318,0,0,0,0
HW-102501,8.290,0,0,4,0
HW-102502,4.423,0,8,9,0
HW-102503,2.069,0,1,0,6
HW-102504,2.260,0,0,4,0
HW-102505,11.049,0,0,7,0
HW-102506,KWD 22.994,0,7,0,0
HW-102507,13.364,6,0,0,0
HW-102508,4.816,6,10,3,0
HW-102509,KD 23.698,0,9,0,0
HW-102510,11.665,0,0,0,9
HW-102511,12.901,4,0,0,0
HW-102512,0.817,0,0,0,6
HW-102513,4.360,5,9,0,0
HW-102514,17.385,8,0,0,0
HW-102515,4.378,6,0,11,0
HW-102516,17.247,0,0,0,0
HW-102517,KWD 8.520,0,0,2,5
HW-102518,0.654,7,7,0,0
HW-102519,9.544,0,1,0,5
HW-102520,6.696,2,0,0,0
HW-102521,20.673,11,10,12,3
HW-102522,9.503,0,2,10,0
HW-102523,KWD 15.872,1,0,5,0
HW-102524,14.550,0,0,3,0
HW-102525,5.319,5,0,0,0
HW-102526,12.831,2,4,7,4
HW-102527,24.253,0,4,0,0
HW-102528,2.914,0,9,0,5
HW-102529,23.664,1,3,0,0
HW-102530,22.703,0,11,0,0
HW-102531,KWD 16.039,0,3,4,0
HW-102532,20.073,0,0,6,7
HW-102533,7.272,0,9,2,0
HW-102534,17.573,8,2,0,8
HW-102535,23.190,2,0,0,7
HW-102536,4.444,0,7,6,0
HW-102537,16.009,0,0,7,0
HW-102538,24.962,0,10,10,0
HW-102539,11.211,9,0,0,5
HW-102540,15.043,2,0,6,0
HW-102541,20.719,2,2,0,9
HW-102542,17.830,0,10,10,7
HW-102543,2.152,0,0,0,0
HW-102544,9.081,0,4,0,0
HW-102545,19.580,0,0,0,9
HW-102546,5.182,5,0,0,4
HW-102547,20.184,0,8,11,11
HW-102548,296.870,7,0,11,9
HW-102549,24.365,2,0,0,0
HW-102550,23.712,11,11,12,2
HW-102551,19.626,5,0,4,7
HW-102552,6.771,3,5,0,0
HW-102553,22.776,8,4,8,9
HW-102554,16.854,2,0,0,0
HW-102555,10.486,0,2,0,0
HW-102556,16.355,11,0,0,0
HW-102557,3.393,0,0,5,0
HW-102558,140.949,0,0,6,1
HW-102559,4.822,9,4,0,0
HW-102560,6.718,7,6,12,0
HW-102561,16.349,1,8,6,0
HW-102562,21.522,2,5,0,5
HW-102563,23.253,0,0,0,5
HW-102564,KD 13.166,2,9,0,10
HW-102565,10.895,0,0,0,0
HW-102566,14.481,6,0,0,0
HW-102567,290.763,0,0,9,0
HW-102568,4.002,0,0,0,6
HW-102569,10.141,1,9,0,3
HW-102570,16.595,0,8,7,0
HW-102571,4.824,7,0,0,0
HW-102572,17.693,0,11,0,0
HW-102573,13.303,0,8,0,9
HW-102574,9.782,0,11,0,0
HW-102575,20.705,3,0,12,0
HW-102576,14.309,7,1,7,0
HW-102577,6.553,0,2,0,5
HW-102578,4.664,2,0,0,0
HW-102579,21.857,8,0,0,0
HW-102580,3.993,4,11,0,5
HW-102581,2.423,2,0,0,11
HW-102582,4.819,0,0,12,0
HW-102583,21.849,0,0,0,4
HW-102584,17.824,10,1,12,0
HW-102585,14.573,0,0,1,7
HW-102586,12.065,0,0,12,0
HW-102587,8.544,0,7,8,0
HW-102588,9.442,3,0,1,0
HW-102589,20.987,7,1,0,0
HW-102590,5.219,0,5,3,0
HW-102591,16.413,0,0,0,11
HW-102592,17.651,10,0,5,0
HW-102593,21.295,6,10,6,2
HW-102594,9.994,0,0,0,0
HW-102595,5.096,4,0,3,11
HW-102596,13.223,1,0,0,7
HW-102597,6.398,1,0,0,5
HW-102598,12.433,1,0,8,10
HW-102599,17.209,0,11,0,3
HW-102600,15.647,4,0,12,11
HW-102601,10.654,0,0,0,0
HW-102602,18.466,4,0,0,8
HW-102603,8.358,6,4,0,9
HW-102604,0.957,2,6,0,0
HW-102605,20.120,0,0,3,1
HW-102606,10.223,5,0,11,9
HW-102607,5.023,0,11,11,0
HW-102608,3.779,0,3,0,6
HW-102609,13.259,0,1,0,0
HW-102610,KWD 11.731,2,0,0,11
HW-102611,13.245,5,2,0,0
HW-102612,0.904,8,3,0,0
HW-102613,16.875,5,0,0,8
HW-102614,17.842,4,0,9,0
HW-102615,2.279,1,0,0,0
HW-102616,6.451,5,0,9,3
HW-102617,2.840,8,0,0,10
HW-102618,10.892,5,0,0,0
HW-102619,8.341,0,0,6,8
HW-102620,20.197,4,0,0,11
HW-102621,12.293,3,0,0,0
HW-102622,18.875,0,2,4,0
HW-102623,19.034,8,0,6,0
HW-102624,14.242,0,1,0,7
HW-102625,0.524,11,10,0,7
HW-102626,KD 7.498,0,0,0,4
HW-102627,20.623,0,10,0,9
HW-102628,3.103,0,9,0,7
HW-102629,14.943,0,7,9,12
HW-102630,15.556,4,12,9,0
HW-102631,39.953,0,0,0,11
HW-102632,2.678,0,0,9,0
HW-102633,KWD 10.941,12,0,0,0
HW-102634,KD 7.829,0,1,0,2
HW-102635,13.340,3,12,0,0
HW-102636,8.927,10,3,1,0
HW-102637,5.150,11,0,0,6
HW-102638,6.936,6,6,0,0
HW-102639,7.982,5,0,7,0
HW-102640,170.320,3,12,0,0
HW-102641,13.467,3,0,8,7
HW-102642,14.977,0,0,6,11
HW-102643,KD 16.329,0,0,1,0
HW-102644,10.764,8,2,0,5
HW-102645,14.845,11,10,0,9
HW-102646,22.819,9,3,0,0
HW-102647,23.039,7,0,8,4
HW-102648,19.956,0,12,8,8
HW-102649,0.720,11,0,0,7
HW-102650,22.613,7,0,0,1
HW-102651,19.918,8,0,4,0
HW-102652,11.779,0,0,0,0
HW-102653,9.787,0,4,0,9
HW-102654,12.865,0,0,5,0
HW-102655,20.072,1,1,0,4
HW-102656,1.372,1,8,0,0
HW-102657,18.414,0,0,0,0
HW-102658,3.126,0,0,2,3
HW-102659,KWD 22.533,0,0,0,3
HW-102660,18.265,5,7,0,4
HW-102661,10.329,6,0,12,6
HW-102662,6.347,0,11,0,0
HW-102663,18.073,5,6,9,11
HW-102664,17.724,0,0,0,2
HW-102665,10.346,0,7,5,0
HW-102666,6.338,0,0,1,4
HW-102667,13.979,0,12,1,0
HW-102668,280.080,0,0,4,7
HW-102669,15.747,0,0,4,7
HW-102670,KWD 8.492,9,0,11,0
HW-102671,19.000,0,0,0,10
HW-102672,23.532,11,6,7,0
HW-102673,0.670,0,0,1,0
HW-102674,6.371,0,0,8,11
HW-102675,21.174,6,2,0,0
HW-102676,3.908,0,10,0,0
HW-102677,9.086,0,3,0,5
HW-102678,15.118,8,0,2,7
HW-102679,21.506,8,4,0,4
HW-102680,23.546,10,4,3,0
HW-102681,20.714,8,5,0,9
HW-102682,3.321,0,12,0,6
HW-102683,15.477,0,0,10,0
HW-102684,1.047,0,0,0,11
HW-102685,24.331,1,0,0,2
HW-102686,6.410,6,9,0,3
HW-102687,194.201,0,0,11,0
HW-102688,2.984,6,0,0,0
HW-102689,10.006,0,0,0,0
HW-102690,1.933,0,0,7,11
HW-102691,0.711,0,0,0,0
HW-102692,11.399,0,11,0,0
HW-102693,18.351,6,0,10,4
HW-102694,5.924,0,0,4,0
HW-102695,22.703,0,0,10,0
HW-102696,8.019,0,0,7,4
HW-102697,15.776,0,0,0,10
HW-102698,22.013,4,0,5,10
HW-102699,18.256,9,8,0,0
HW-102700,24.569,1,0,6,0
HW-102701,20.926,0,9,0,12
HW-102702,6.717,6,0,2,0
HW-102703,8.287,4,8,0,1
HW-102704,KD 15.949,0,0,0,0
HW-102705,13.708,0,0,10,0
HW-102706,7.402,9,0,0,0
HW-102707,17.174,8,0,3,4
HW-102708,23.764,9,0,0,8
HW-102709,7.710,7,1,0,0
HW-102710,7.958,10,0,5,0
HW-102711,0.712,12,0,0,0
HW-102712,20.015,0,7,1,0
HW-102713,1.763,0,0,0,0
HW-102714,16.306,5,0,0,0
HW-102715,9.530,0,0,0,0
HW-102716,1.154,4,0,9,0
HW-102717,14.370,0,0,0,0
HW-102718,2.324,0,0,8,0
HW-102719,10.916,2,0,0,0
HW-102720,4.265,12,11,0,0
HW-102721,1.141,0,0,0,0
HW-102722,164.272,0,0,0,0
HW-102723,0.173,0,0,0,0
HW-102724,3.713,0,0,2,1
HW-102725,7.157,0,0,12,0
HW-102726,10.909,0,2,0,0
HW-102727,2.699,5,0,0,0
HW-102728,24.330,3,4,2,11
HW-102729,15.942,0,0,7,0
HW-102730,7.410,0,7,0,0
HW-102731,16.946,4,8,0,7
HW-102732,0.297,3,0,2,0
HW-102733,0.916,0,4,9,0
HW-102734,20.731,12,0,0,0
HW-102735,11.946,12,7,0,12
HW-102736,KWD 19.299,12,0,3,0
HW-102737,4.059,0,3,0,3
HW-102738,12.607,0,12,0,0
HW-102739,23.961,0,12,0,0
HW-102740,23.454,0,3,0,0
HW-102741,171.748,0,0,10,0
HW-102742,6.735,12,8,9,7
HW-102743,19.692,11,0,0,0
HW-102744,20.226,0,0,0,0
HW-102745,6.520,0,0,0,6
HW-102746,23.891,0,0,0,7
HW-102747,7.002,0,9,3,8
HW-102748,4.857,9,0,0,0
HW-102749,12.648,0,0,11,0
HW-102750,13.697,7,0,12,6
HW-102751,3.987,12,0,0,9
HW-102752,14.609,6,4,0,5
HW-102753,9.226,0,0,0,0
HW-102754,8.106,0,0,0,0
HW-102755,1.587,0,3,8,3
HW-102756,1.724,1,12,0,10
HW-102757,22.833,0,0,0,0
HW-102758,21.501,0,12,3,6
HW-102759,0.158,0,1,0,4
HW-102760,23.276,0,8,4,8
HW-102761,KD 9.587,0,4,0,7
HW-102762,2.675,5,3,2,3
HW-102763,4.341,0,0,0,0
HW-100829,KD 3.170,0,0,0,0
HW-102765,24.896,11,0,0,0
HW-102766,13.702,0,0,0,1
HW-102767,0.196,0,0,0,0
HW-102768,10.954,5,2,0,0
HW-102769,14.421,6,4,2,0
HW-102770,20.822,12,7,11,0
HW-102771,23.185,0,0,4,0
HW-102772,22.142,7,0,0,0
HW-102773,9.386,5,0,0,1
HW-102774,7.177,0,0,3,0
HW-102775,8.500,5,5,0,0
HW-102776,19.470,0,0,10,8
HW-102777,17.722,2,3,3,7
HW-102778,68.803,10,0,12,0
HW-102779,8.205,3,0,0,0
HW-102780,KWD 21.546,0,3,0,6
HW-102781,13.551,0,12,0,9
HW-102782,6.360,1,0,0,9
HW-102783,8.634,10,0,0,2
HW-102784,23.702,9,4,0,1
HW-102785,24.788,3,0,12,0
HW-102786,6.159,0,4,0,7
HW-102787,17.098,2,10,0,0
HW-102788,16.432,0,0,0,0
HW-102789,2.807,3,1,6,0
HW-102790,23.320,8,4,11,2
HW-102791,8.984,1,11,7,0
HW-102792,73.830,0,0,3,0
HW-102793,21.768,0,12,0,11
HW-102794,111.797,0,6,11,5
HW-102795,23.669,0,0,8,0
HW-102796,16.454,3,0,1,0
HW-102797,18.802,0,0,9,0
HW-102798,10.393,9,0,0,4
HW-102799,18.702,0,1,0,0
HW-102800,0.983,12,2,11,9
HW-102801,KD 29.601,11,8,0,3
HW-102802,22.506,0,0,0,2
HW-102803,13.932,0,0,0,0
HW-102804,20.913,12,12,0,0
HW-102805,14.486,0,0,0,0
HW-102806,0.912,8,2,5,2
HW-102807,1.811,0,12,12,0
HW-102808,9.360,3,0,0,4
HW-102809,6.015,0,0,0,2
HW-102810,21.268,0,0,0,0
HW-102811,19.657,3,7,0,0
HW-102812,20.599,0,3,0,6
HW-102813,9.462,9,0,1,12
HW-102814,11.268,0,0,0,0
HW-102815,1.835,0,0,0,0
HW-102816,14.907,0,0,0,6
HW-102817,24.429,0,0,10,0
HW-102818,KWD 0.409,11,0,7,1
HW-102819,14.735,11,0,0,8
HW-102820,2.383,12,0,0,9
HW-100204,KWD 12.588,0,0,5,6
HW-102822,4.132,0,0,0,0
HW-102823,8.209,0,0,0,0
HW-102824,3.794,0,0,3,2
HW-102825,24.066,0,11,0,2
HW-102826,5.116,10,8,0,0
HW-102827,3.348,0,0,0,0
HW-102828,KWD 170.839,0,0,0,0
HW-102829,19.293,12,0,0,8
HW-102830,16.323,0,0,0,7
HW-102831,2.733,12,0,6,0
HW-102832,6.382,10,1,0,1
HW-102833,13.998,0,1,10,0
HW-102834,1.315,0,0,1,0
HW-102835,22.357,6,0,0,9
HW-102836,8.677,10,0,8,0
HW-102837,KD 27.278,4,0,4,0
HW-102838,KD 18.250,1,1,0,11
HW-102839,12.877,8,9,4,8
HW-102840,4.342,0,1,0,7
HW-102841,8.775,8,0,12,0
HW-102842,19.258,5,1,9,10
HW-102843,8.201,0,0,0,0
HW-102844,18.185,0,0,0,0
HW-102845,17.129,12,1,0,4
HW-102846,12.084,9,0,12,7
HW-102847,KWD 14.960,0,0,0,0
HW-102848,0.364,0,11,5,5
HW-102849,17.422,2,1,4,0
HW-102850,13.553,0,0,1,0
HW-102851,18.253,0,0,0,0
HW-102852,23.389,0,0,0,0
HW-102853,17.697,0,0,6,0
HW-102854,18.433,8,0,11,0
HW-102855,20.687,0,0,0,3
HW-102856,23.317,0,0,10,3
HW-102857,13.272,0,0,5,7
HW-102858,19.713,7,1,10,0
HW-102859,13.476,1,8,0,0
HW-102860,8.116,0,9,1,0
HW-102861,1.972,3,0,7,4
HW-102862,KD 23.458,8,0,0,6
HW-102863,10.358,0,0,0,0
HW-102864,14.931,0,3,3,11
HW-102865,4.541,10,0,0,0
HW-102866,8.457,2,5,12,6
HW-102867,KD 0.560,0,5,6,6
HW-102868,13.015,0,0,9,0
HW-102869,24.930,0,10,1,0
HW-102870,3.539,0,0,9,6
HW-102871,10.744,5,0,0,0
HW-102872,22.959,6,11,0,8
HW-102873,3.486,12,12,0,0
HW-102874,296.869,2,5,9,5
HW-102875,7.723,0,0,0,0
HW-102876,23.596,11,0,9,2
HW-102877,1.149,5,0,1,9
HW-102878,5.460,0,0,12,5
HW-102879,KWD 24.620,5,0,2,0
HW-102880,14.100,8,0,5,0
HW-102881,6.189,0,1,9,0
HW-102882,23.245,0,10,0,9
HW-102883,20.647,0,4,0,0
HW-102884,22.444,1,0,10,0
HW-102885,1.242,3,2,5,0
HW-102886,10.084,0,0,0,10
HW-102887,17.833,2,0,0,1
HW-102888,1.098,0,0,2,0
HW-102889,1.227,7,6,4,0
HW-102890,5.071,4,0,0,0
HW-102891,7.969,0,12,0,0
HW-102892,13.198,0,0,0,0
HW-102893,0.746,4,0,0,0
HW-102894,24.786,11,12,0,0
HW-102895,0.342,0,5,6,0
HW-102896,5.952,0,0,0,0
HW-102897,KWD 0.785,0,0,0,0
HW-102898,16.043,0,0,7,0
HW-102899,KD 2.599,2,3,7,1
HW-102900,13.193,5,0,8,0
HW-102901,5.719,0,4,0,0
HW-102902,5.401,0,1,0,10
HW-102903,22.909,8,11,9,9
HW-102904,4.481,0,0,0,0
HW-102905,20.992,0,0,8,4
HW-102906,9.685,12,0,12,5
HW-102907,10.878,0,11,8,6
HW-102908,21.164,11,4,2,4
HW-102909,1.946,0,0,0,0
HW-102910,19.905,4,0,0,0
HW-102911,137.640,6,10,7,0
HW-102912,20.282,2,7,6,0
HW-102913,20.228,0,3,0,0
HW-102914,1.027,12,0,12,10
HW-102915,21.273,12,5,0,5
HW-102097,17.927,0,0,2,9
HW-102917,160.648,2,0,0,0
HW-102918,24.430,0,9,4,3
HW-102919,15.479,0,8,0,7
HW-102920,72.837,0,5,0,2
HW-102921,2.058,0,0,0,4
HW-102922,243.867,0,0,1,6
HW-102923,12.466,2,0,0,10
HW-102924,9.621,0,0,1,1
HW-102925,13.659,0,0,10,0
HW-102926,10.125,0,0,6,5
HW-102927,23.807,0,0,0,0
HW-102928,KD 245.451,0,0,0,0
HW-102929,19.118,0,0,4,0
HW-102930,16.507,0,0,0,9
HW-102931,14.836,4,8,0,9
HW-101978,1.159,10,0,0,2
HW-102933,8.885,0,0,0,12
HW-102934,24.180,0,0,2,11
HW-102935,7.464,1,7,0,3
HW-102936,17.912,0,0,0,0
HW-102937,9.324,6,8,0,0
HW-102938,KD 18.439,2,4,0,0
HW-102939,19.641,6,12,1,6
HW-102940,20.109,0,10,1,0
HW-102941,11.935,11,5,11,4
HW-102942,5.931,0,3,2,2
HW-102943,12.872,0,0,0,9
HW-102944,24.904,0,2,0,0
HW-102945,3.943,0,3,0,3
HW-102946,14.431,0,4,9,0
HW-102947,20.154,0,11,9,0
HW-102948,23.543,0,12,8,0
HW-102949,6.430,0,7,0,12
HW-102950,9.006,12,0,0,0
HW-102951,12.088,0,0,0,0
HW-102952,6.669,0,2,9,8
HW-102953,22.508,6,0,3,0
HW-102954,21.807,10,4,0,0
HW-102955,10.106,0,0,7,0
HW-102956,2.467,0,0,9,0
HW-102957,18.035,0,0,0,0
HW-102958,3.572,0,0,6,7
HW-102959,6.267,9,7,0,0
HW-102960,294.146,11,0,9,6
HW-102961,15.935,1,5,0,0
HW-102962,11.430,0,0,12,7
HW-102963,3.377,0,7,0,1
HW-102964,12.754,6,0,1,0
HW-102965,KD 9.645,4,0,2,0
HW-102966,13.529,2,0,1,0
HW-102967,18.094,0,8,0,0
HW-102968,5.538,7,9,4,5
HW-102969,3.528,0,6,11,0
HW-102970,11.828,0,0,3,0
HW-102971,18.774,11,0,9,0
HW-102972,KD 19.550,5,0,0,7
HW-102973,23.381,8,9,0,0
HW-102974,KWD 14.151,0,0,3,0
HW-102975,15.579,0,0,5,9
HW-102976,24.825,0,1,0,0
HW-102977,13.309,0,0,12,0
HW-102978,21.338,1,8,0,0
HW-102979,16.397,0,0,8,0
HW-102980,KD 7.883,0,3,6,5
HW-102981,3.572,0,4,4,10
HW-102982,14.482,0,0,0,0
HW-102983,78.352,0,0,0,10
HW-102984,12.555,0,0,0,8
HW-102985,19.633,0,0,0,3
HW-102986,110.488,0,8,0,0
HW-102987,22.951,4,0,1,5
HW-102988,15.377,0,0,4,0
HW-102989,2.805,8,0,0,12
HW-102990,22.581,0,5,3,9
HW-102991,66.431,11,0,0,0
HW-102992,23.602,6,0,0,0
HW-102993,18.514,12,0,0,0
HW-102994,19.399,8,0,2,0
HW-102995,15.854,9,0,0,0
HW-102996,1.674,1,10,0,0
HW-102997,1.355,0,0,5,9
HW-102998,21.479,0,0,4,1
HW-102999,17.872,0,0,10,11
HW-103000,24.175,0,5,0,0
HW-103001,16.122,0,5,9,0
HW-103002,20.958,8,0,0,9
HW-103003,18.891,0,11,9,9
HW-103004,16.145,0,0,0,4
HW-103005,16.877,9,3,1,0
HW-103006,KWD 17.843,10,0,4,0
HW-103007,20.756,2,0,0,4
HW-103008,21.168,12,0,0,9
HW-103009,10.566,6,0,0,7
HW-103010,11.570,0,0,0,3
HW-103011,84.020,0,6,10,11
HW-103012,290.476,0,0,11,6
HW-103013,24.143,0,0,0,0
HW-103014,14.781,5,0,0,0
HW-103015,2.987,0,0,0,0
HW-103016,KWD 0.213,0,0,0,0
HW-103017,KWD 155.549,11,0,0,0
HW-103018,KD 16.455,3,9,7,0
HW-103019,19.545,11,0,0,0
HW-103020,50.814,0,0,0,0
HW-103021,3.588,0,0,0,0
HW-103022,9.715,5,9,11,0
HW-103023,16.274,9,0,0,0
HW-103024,13.679,4,7,0,0
HW-103025,16.627,0,1,12,0
HW-103026,159.530,12,0,0,0
HW-103027,14.195,0,6,0,8
HW-103028,2.713,0,2,0,10
HW-103029,22.933,0,6,0,0
HW-103030,17.739,12,4,8,4
HW-103031,10.466,0,0,0,0
HW-103032,7.984,12,0,5,0
HW-103033,20.676,8,0,0,0
HW-103034,18.163,0,0,0,0
HW-103035,4.193,8,12,1,0
HW-103036,9.482,0,0,11,4
HW-103037,14.707,0,0,0,4
HW-103038,4.901,0,0,0,5
HW-103039,1.203,0,12,8,5
HW-103040,KWD 7.076,2,0,1,0
HW-103041,22.542,0,0,0,3
HW-103042,239.816,4,8,0,0
