Item Code,Description,Description (AR),Barcode,Category,UOM,Cost,Retail,Re-Order Qty,Notes,Mfr Part No,Brand
HW-103676,Tolsen Gate Valve 750W,صمامات 750W,6671323034079,Valves,Pieces,19.919,28.508,25,Tolsen Valves - TOL-43041,TOL-43041,Tolsen
HW-103677,Karcher Spring Washer 20 Gauge,حلقات 20 Gauge,6895563506263,Washers,PCS,14.260,21.182,20,Karcher Washers - KAR-32655,KAR-32655,Karcher
HW-103678,Total Plastic Water Tank Medium,خزانات مياه Medium,6311916213393,Water Tanks,PCS,7.851,9.433,5,,TOT-89524,Total
HW-103679,Stanley Super Glue XL,لاصق سريع XL,6839688408120,Super Glue,Nos,13.428,19.957,50,Stanley Super Glue - STA-20479,STA-20479,Stanley
HW-103680,Yato Copper Elbow 24 Gauge,,6628435915793,Copper Fittings,PCS,16.167,22.806,10,,YAT-51119,Yato
HW-103681,DeWalt Steel Toe Safety Boots 10mm,أحذية سلامة 10mm,6514407030236,Safety Boots,PCS,5.729,7.858,10,DeWalt Safety Boots - DEW-77824,DEW-77824,DeWalt
HW-103682,Ingco Steel Toe Safety Boots 4L,أحذية سلامة 4L,6824147088554,Safety Boots,PC,KWD 16.927,20.091,15,Ingco Safety Boots - ING-80740,ING-80740,Ingco
HW-103683,Hitachi Wheelbarrow 50kg,عربات يدوية 50kg,6364443690474,Wheelbarrows,PCS,14.151,19.012,10,Hitachi Wheelbarrows - HIT-10693,HIT-10693,Hitachi
HW-103684,Stanley Combination Pliers 18L,زرادية 18L,6893761140280,Pliers,PCS,14.175,18.527,10,Stanley Pliers - STA-51104,STA-51104,Stanley
HW-103685,Metabo Cutting Disc 20L,أقراص قطع 20L,6476027498631,Cutting Discs,PCS,15.542,18.586,15,,MET-35688,Metabo
HW-103686,Ridgid Common Nail 10kg,مسامير 10kg,6746713799691,Nails,PCS,21.718,29.552,20,Ridgid Nails - RID-81579,,Ridgid
HW-103687,Ingco Hand Saw 18 Gauge  ,مناشير يدوية 18 Gauge,6408560798257,Hand Saws,Pieces,19.311,26.333,10,,ING-16743,Ingco
HW-103688,Hilti MIG Welder 4L,ماكينات لحام 4L,6553326685449,Welding Machines,PCS,7.149,9.608,15,Hilti Welding Machines - HIL-54414,HIL-54414,Hilti
HW-103689,Al-Fanar Scaffolding Frame 1 inch,سقالات 1 inch,6863109292901,"Scaffolding,",PCS,4.590,6.632,25,Al-Fanar Scaffolding - AL--72837,AL--72837,Al-Fanar
HW-103690,Ridgid Safety Helmet 25kg,خوذات 25kg,6452971622101,Helmets,PCS,20.880,30.531,50,Ridgid Helmets - RID-97500,RID-97500,Ridgid
HW-103691,DeWalt Self Tapping Screw 1/2 inch,براغي ذاتية التنصيت 1/2 inch,6337509164024,Self Tapping Screws,PCS,3.523,KD 4.703,10,,DEW-8569,DeWalt
HW-103692,Metabo Welding Electrode 1 inch,أسياخ لحام 1 inch,6169434376139,Welding Rods,PCS,10.417,13.039,15,Metabo Welding Rods - MET-50456,,Metabo
HW-103693,Bosch Welding Electrode 10mm,أسياخ لحام 10mm,6758738088362,Welding Rods,Nos,8.516,11.024,20,,BOS-96777,Bosch
HW-103694,Hilti Steel Chain 50Kg,سلاسل 50kg,6823188833048,Chains,Nos,KWD 40.600,55.602,25,,,Hilti
HW-103695,Yato Step Stool 1/4 inch,مقاعد درج 1/4 inch,6395060986528,Step Stools  ,PCS,13.119,18.087,25,Yato Step Stools - YAT-21456,YAT-21456,Yato
HW-103696,Tolsen Copper Tee Large,,6212632081808,copper fittings,PCS,2.154,2.967,50,Tolsen Copper Fittings - TOL-68811,TOL-68811,Tolsen
HW-103697,Al-Fanar MIG Welder 24 Gauge,ماكينات لحام 24 Gauge,6546391262827,Welding Machines,PCS,3.759,5.001,15,Al-Fanar Welding Machines - AL--58806,AL--58806,Al-Fanar
HW-103698,Sata Claw Hammer 12mm,مطارق 12mm,6808082679019,Hammers,PCS,1.811,2.729,5,Sata Hammers - SAT-24983,SAT-24983,Sata
HW-103699,Bosch PU Foam Filler 10kg,رغوة عازلة 10kg,6481065893571,Foam Fillers,PCS,20.070,27.036,25,,BOS-36164,Bosch
HW-103700,Stanley Welding Electrode 9L,أسياخ لحام 9L,6693958998433,"Welding Rods,",PCS,6.024,8.513,20,,STA-71170,Stanley
HW-103701,Tolsen Plastic Water Tank 22 Gauge,,6817541595577,Water Tanks,PCS,KD 15.292,21.219,50,Tolsen Water Tanks - TOL-46673,TOL-46673,Tolsen
HW-100849,Truper Pruning Shears 40mm,مقصات تقليم 40mm,6779984437744,  Pruning Shears.,PCS,24.749,33.048,5,,TRU-59486,Truper
HW-103703,Truper Emulsion Paint 900W,,6984655163312,Emulsion Paint,PCS,12.840,KD 15.810,20,,TRU-42022,Truper
HW-103704,Stanley Silicone Sealant Tube Large,سيليكون Large,6750636955936,Silicone Sealant,pcs,3.870,5.822,50,Stanley Silicone Sealant - STA-14843,STA-14843,Stanley
HW-103705,Total Work Gloves Medium,قفازات Medium,6230446877589,Gloves,PCS,18.369,27.664,25,Total Gloves - TOT-98798,TOT-98798,Total
HW-103706,dewalt paint thinner 1200w,,6771608423508,Thinners,PCS,19.598,29.525,10,DeWalt Thinners - DEW-30649,DEW-30649,DeWalt
HW-103707,"skil tape measure 8mm,",أشرطة قياس 8mm,6960099281110,Tape Measures,PCS,19.192,24.336,15,Skil Tape Measures - SKI-76305,SKI-76305,Skil
HW-103708,ridgid enamel paint 5kg,دهان زيتي 5kg,6867221902754,  Enamel Paint,PCS,19.357,KWD 26.380,15,,RID-44612,Ridgid
HW-103709,Black+Decker Power Socket 5kg,مفاتيح وأفياش 5kg,6315446322878,Switches & Sockets,PCS,20.159,25.578,25,Black+Decker Switches & Sockets - BLA-79438,,Black+Decker
HW-103710,Makita Circular Saw 18 Gauge,,6857293680054,Circular Saws  ,PCS,181.362,226.396,10,,MAK-17860,Makita
HW-103711,METABO STEEL TOE SAFETY BOOTS 22 GAUGE,أحذية سلامة 22 Gauge,6774683306447,Safety Boots  ,PCS,16.608,23.654,'10,,,Metabo
HW-103712,Crown LED Bulb 20 Gauge,إنارة 20 Gauge,6781274748504,lighting,Nos,KWD 22.543,31.429,20,Crown Lighting - CRO-68288,CRO-68288,Crown
HW-103713,Truper Self Tapping Screw Large,,6206051295795,Self Tapping Screws,PCS,24.197,30.108,15,Truper Self Tapping Screws - TRU-18511,TRU-18511,Truper
HW-103714,Sata Copper Tee 900W,,6746541513656,Copper Fittings.,PCS,9.974,12.669,50,Sata Copper Fittings - SAT-39042,SAT-39042,Sata
HW-103715,Ingco Teflon Tape 750W,شريط لحام وسدادات 750W,6523584603931,"Sealants & Tape,",PCS,16.365,19.559,5,Ingco Sealants & Tape - ING-45895,,Ingco
HW-103716,Sata Step Stool 9L,مقاعد درج 9L,6216909492958,Step Stools,PCS,15.828,22.307,20,Sata Step Stools - SAT-5016,SAT-5016,Sata
HW-103717,Ingco Epoxy Adhesive 3/8 inch,إيبوكسي 3/8 inch,6535997497182,Epoxy  ,PCS,15.499,19.169,25,Ingco Epoxy - ING-22867,ING-22867,Ingco
HW-103718,DEWALT CUTTING DISC 10KG,,6178884925978,cutting discs,PCS,KD 17.083,26.133,10,DeWalt Cutting Discs - DEW-14537,DEW-14537,DeWalt
HW-103719,Bosch Tile Adhesive Bag 20mm,لاصق بلاط 20mm,6506232460375,Tiles Adhesive,PCS,1.443,1.986,20,,BOS-47950,Bosch
HW-103720,Total Sprinkler Head 50mm,خراطيم ورشاشات 50mm,6834583566642,Hoses & Sprinklers,PCS,16.176,22.590,50,,TOT-73220,Total
HW-103721,Yato Locking Pliers 1/4 inch  ,زرادية 1/4 inch,6302383784783,PLIERS,PCS,0.343,0.509,5,Yato Pliers - YAT-52132,YAT-52132,Yato
HW-103722,Sata Sandpaper Sheet 6mm,ورق صنفرة 6mm,6184328918217,Sandpaper,pc,11.366,15.909,10,Sata Sandpaper - SAT-95393,SAT-95393,Sata
HW-103723,Bosch Scaffolding Frame 2000W,سقالات 2000W,6902581186743,Scaffolding,PCS,3.647,5.264,10,Bosch Scaffolding - BOS-67917,,Bosch
HW-103724,Tolsen PVC Pipe 3/4 inch,مواسير بي في سي 3/4 inch,6124149304443,PVC Pipes,pcs,10.751,16.313,15,,,Tolsen
HW-103725,Makita Cold Chisel 18 Gauge,إزميل 18 Gauge,6225328202624,Chisels,PCS,21.236,27.100,20,,MAK-92091,Makita
HW-103726,Al-Fanar Circular Saw 22 Gauge,مناشير دائرية 22 Gauge,6446422753804,Circular Saws,PCS,12.846,KD 19.378,50,,AL--32847,Al-Fanar
HW-103727,Bosch Extension Cord 450W,وصلات كهرباء 450W,6150308165535,Extension Cords,PCS,6.831,8.135,20,Bosch Extension Cords - BOS-18246,BOS-18246,Bosch
HW-103728,Tolsen  Cement Bag 40mm,أسمنت وملاط 40mm,6818392370292,Cement & Mortar,Nos,KWD 20.531,29.238,5,,,Tolsen
HW-103729,Tolsen Safety Helmet 22 Gauge,خوذات 22 Gauge,6837745992171,helmets,PCS,1.591,2.111,5,Tolsen Helmets - TOL-37141,TOL-37141,Tolsen
HW-103730,Ridgid Cabinet Hinge 2000W,تجهيزات خزائن 2000W,6605811024158,cabinet fittings,PCS,15.518,21.099,25,Ridgid Cabinet Fittings - RID-28101,,Ridgid
HW-103731,Black+Decker Work Gloves 20L,قفازات 20L,6452373451695,Gloves,pc,3.068,3.863,5,Black+Decker Gloves - BLA-1920,BLA-1920,Black+Decker
HW-103732,Makita Sandpaper Sheet 1/2 inch,ورق صنفرة 1/2 inch,6259653201387,Sandpaper,PCS,23.022,KWD 32.670,10,Makita Sandpaper - MAK-55274,MAK-55274,Makita
HW-103733,Gulf Star Enamel Paint 18 Gauge,دهان زيتي 18 Gauge,6566223073554,Enamel Paint,PCS,17.179,24.399,25,Gulf Star Enamel Paint - GUL-19788,GUL-19788,Gulf Star
HW-103734,Sata Welding Electrode 5kg,,6303354279166,Welding Rods,PCS,22.847,35.105,10,Sata Welding Rods - SAT-45252,,Sata
HW-103735,Total Machine Screw 10Mm,براغي آلات 10mm,6501634071946,Machine Screws,PCS,11.629,15.161,50,Total Machine Screws - TOT-50415,TOT-50415,Total
HW-103736,total sprinkler head 3/4 inch,,6431466579069,Hoses & Sprinklers,PCS,21.069,KWD 32.139,50,Total Hoses & Sprinklers - TOT-17777,TOT-17777,Total
HW-103737,Karcher Emulsion Paint Large,دهان مائي Large,6787829214761,Emulsion Paint,PCS,6.547,8.825,'10,Karcher Emulsion Paint - KAR-99508,KAR-99508,Karcher
HW-103738,Stanley Adjustable Wrench 1/4 inch,,6820731329444,Wrenches.,PCS,11.382,16.990,5,,STA-56247,Stanley
HW-103739,Yato Tool Kit 5kg Pieces,طقم عدة 5kg,6322645257803,Tool Sets,PCS,5.382,7.168,20,Yato Tool Sets - YAT-90256,,Yato
HW-103740, Ingco Pop Rivet 1/2 inch ,,6404494325537,Rivets.,pcs,8.338,10.699,50,Ingco Rivets - ING-47846,ING-47846,Ingco
HW-103741,  Karcher Epoxy Adhesive 25kg,إيبوكسي 25kg,6365721781545, Epoxy ,PCS,14.665,17.483,15,,KAR-91351,Karcher
HW-103742,Karcher Pipe Sealant Small,شريط لحام وسدادات Small,6704467597378,Sealants & Tape,Nos,4.764,6.263,50,Karcher Sealants & Tape - KAR-53413,KAR-53413,Karcher
HW-103743,Al-Fanar Wheelbarrow 1 inch,عربات يدوية 1 inch,6212268402658,Wheelbarrows,PCS,23.646,34.340,5,,AL--21050,Al-Fanar
HW-103744,Tolsen Vernier Caliper 1/2 inch,فرجار قياس 1/2 inch,6130942481956,Calipers,PCS,0.600,0.923,50,,TOL-18682,Tolsen
HW-103745,Hitachi Aluminium Ladder 8mm,سلالم ألمنيوم 8mm,6159655395734,Aluminium Ladders,PCS,20.987,31.639,50,Hitachi Aluminium Ladders - HIT-48308,HIT-48308,Hitachi
HW-103746,Makita Cement Bag 25kg,,6614453792722,Cement & Mortar,PCS,1.840,2.395,15,,,Makita
HW-103747,Gulf Star Angle Grinder 20 Gauge,صنفرة زاوية 20 Gauge,6566250891211,Angle Grinders,PCS,16.943,20.022,20,,,Gulf Star
HW-103748,Yato Door Lock 1 inch,أقفال 1 inch,6546422753617,Locks & Padlocks,PCS,9.728,12.784,5,Yato Locks & Padlocks - YAT-12188,YAT-12188,Yato
HW-103749,Tolsen Ready Mix Mortar 18 Gauge,أسمنت وملاط 18 Gauge,6235543380775,cement & mortar,PCS,KWD 14.058,19.173,5,Tolsen Cement & Mortar - TOL-45910,TOL-45910,Tolsen
HW-103750,Ingco Thermal Insulation Sheet 4L,عزل 4L,6815878324667,Insulation,PCS,18.030,22.235,10,Ingco Insulation - ING-38115,ING-38115,Ingco
HW-103751,Yato Thermal Insulation Sheet Large,عزل Large,6985607412410,Insulation,PCS,3.493,4.416,50,Yato Insulation - YAT-89892,YAT-89892,Yato
HW-103752,Bosch Flood Light 22 Gauge,إنارة 22 Gauge,6594733873042,Lighting,PCS,20.544,25.084,50,,,Bosch
HW-103753,Karcher Cutting Disc 50mm,,6836091858061,CUTTING DISCS,PCS,24.013,35.495,25,,KAR-40233,Karcher
HW-103754,Yato Wood Screw 22 Gauge,,6319826343416,Wood Screws,PCS,19.975,28.303,20,Yato Wood Screws - YAT-96109,YAT-96109,Yato
HW-103755,Truper Circular Saw 20L,مناشير دائرية 20L,6483809894446,Circular Saws,PCS,10.779,14.932,5,Truper Circular Saws - TRU-68825,TRU-68825,Truper
HW-103756,gulf star work gloves 9l,قفازات 9L,6895918978231,Gloves,PCS,19.648,26.924,10,,GUL-63563,Gulf Star
HW-103757,Al-Fanar Socket Wrench Set 16mm,,6326450286062,Wrenches,pc,8.254,KWD 10.847,'50,Al-Fanar Wrenches - AL--7753,AL--7753,Al-Fanar
HW-103758,Skil Safety Goggles 50kg,,6471465428237,Eye Protection,PCS,17.573,23.155,10,Skil Eye Protection - SKI-75419,SKI-75419,Skil
HW-103759,Sata Emulsion Paint 1 inch,دهان مائي 1 inch,6381646974010,Emulsion Paint,Pieces,10.673,15.321,20,,SAT-93959,Sata
HW-103760,Gulf Star PPR Pipe 20 Gauge,مواسير بي بي آر 20 Gauge,6171187358823,PPR PIPES,pc,KWD 10.936,16.050,25,,GUL-66259,Gulf Star
HW-103761,Karcher Construction Adhesive 10mm,لاصق إنشائي 10mm,6380032194268,Construction Adhesive,Pieces,0.913,1.141,5,Karcher Construction Adhesive - KAR-48928,KAR-48928,Karcher
HW-103762,"Stanley Silicone Sealant Tube 50kg,",سيليكون 50kg,6163847793752,Silicone Sealant,PCS,14.154,17.584,10,,STA-53184,Stanley
HW-103763,Hilti Pruning Shears 1200W,مقصات تقليم 1200W,6155155096454,Pruning Shears,PCS,9.151,13.220,20,,HIL-68429,Hilti
HW-103764,Hitachi Concrete Nail 3/4 inch,مسامير 3/4 inch,6433820705264,Nails,pcs,12.224,15.827,5,,HIT-99312,Hitachi
HW-103765,Stanley Portable Generator Large,مولدات كهرباء Large,6472925382586,Generators,Pieces,1.136,1.342,10,Stanley Generators - STA-59860,,Stanley
HW-103766,Skil Grinding Disc 1200W,,6289315289168,Grinding Discs,PCS,19.286,28.165,15,Skil Grinding Discs - SKI-71660,,Skil
HW-103767,Skil Aluminium Ladder 10kg,سلالم ألمنيوم 10kg,6837320022751,Aluminium Ladders,PCS,17.889,24.255,50,Skil Aluminium Ladders - SKI-10295,SKI-10295,Skil
HW-103768,Bosch Extension Cord 20 Gauge,وصلات كهرباء 20 Gauge,6305648970500,  EXTENSION CORDS,PCS,20.790,24.772,50,Bosch Extension Cords - BOS-51149,,Bosch
HW-103769,Skil Spray Paint Can 50mm,بخاخ دهان 50mm,6723306974302,Spray Paint,PCS,13.432,19.638,10,,SKI-34523,Skil
HW-103770,Ridgid MIG Welder 1L,ماكينات لحام 1L,6604938700942,WELDING MACHINES,PCS,18.156,23.902,5,Ridgid Welding Machines - RID-81880,RID-81880,Ridgid
HW-103771,Ingco Sandpaper Sheet Medium,ورق صنفرة Medium,6988622149440,Sandpaper,PCS,24.570,35.711,25,,,Ingco
HW-103772,Crown Welding Electrode XL,أسياخ لحام XL,6191763164081,Welding Rods,PCS,19.231,26.747,20,,CRO-2518,Crown
HW-103773,Tolsen  Hi-Vis Safety Vest 20 Gauge,سترات عاكسة 20 Gauge,6549054271480,High Visibility Vests,PCS,4.153,5.820,10,Tolsen High Visibility Vests - TOL-87547,TOL-87547,Tolsen
HW-103774,Skil PVC Pipe Small.,مواسير بي في سي Small,6751123014037,PVC Pipes,PCS,12.318,17.035,15,Skil PVC Pipes - SKI-32167,SKI-32167,Skil
HW-103775,Bosch Concrete Nail 20L,مسامير 20L,6464433442451,Nails,PCS,12.054,17.717,25,,BOS-65915,Bosch
HW-103776,skil paint thinner xl.,,6999320532352,Thinners.,PCS,104.598,131.517,10,Skil Thinners - SKI-33986,SKI-33986,Skil
HW-103777,BLACK+DECKER PPR PIPE 1/2 INCH,مواسير بي بي آر 1/2 inch,6406917953890,PPR Pipes,PCS,18.354,KD 27.263,50,Black+Decker PPR Pipes - BLA-16420,BLA-16420,Black+Decker
HW-103778,Stanley Grinding Disc 1200W,,6388479981338,Grinding Discs,PCS,12.441,KWD 18.045,10,Stanley Grinding Discs - STA-94042,STA-94042,Stanley
HW-103779,Hilti PVC Conduit Pipe Small,مواسير كهرباء Small,6341106967464,Conduits,PCS,76.144,114.690,25,Hilti Conduits - HIL-82434,,Hilti
HW-103780,Karcher Cutting Disc 50mm,أقراص قطع 50mm,6882780640466,cutting discs,PCS,8.663,11.098,'50,Karcher Cutting Discs - KAR-50104,KAR-50104,Karcher
HW-103781,Black+Decker Teflon Tape 5kg,شريط لحام وسدادات 5kg,6167927971332,Sealants & Tape,PCS,11.075,15.277,15,,BLA-31634,Black+Decker
HW-103782,Metabo Flood Light 18 Gauge,إنارة 18 Gauge,6807399906766, Lighting ,PCS,6.573,9.360,5,Metabo Lighting - MET-34899,MET-34899,Metabo
HW-103783,INGCO STEEL TOE SAFETY BOOTS 1500W,أحذية سلامة 1500W,6583121681547,safety boots,PCS,11.091,17.117,50,,,Ingco
HW-103784,Total Garden Cart 16mm,عربات حديقة 16mm,6985848026412,Wheelbarrows & Carts,pc,12.281,18.954,15,Total Wheelbarrows & Carts - TOT-37190,TOT-37190,Total
HW-103785,Karcher Spirit Level 20mm,,6584545457228,Spirit Levels,PCS,18.005,24.158,5,Karcher Spirit Levels - KAR-65709,KAR-65709,Karcher
HW-103786,Hitachi Socket Wrench Set 1L,,6101275892284,Wrenches,PCS,3.114,4.503,10,Hitachi Wrenches - HIT-86496,HIT-86496,Hitachi
HW-103787,Gulf Star PU Foam Filler 10kg,رغوة عازلة 10kg,6859164437941,Foam Fillers,pc,18.864,25.970,15,,GUL-23275,Gulf Star
HW-103788,DeWalt Cutting Disc 3/4 inch,أقراص قطع 3/4 inch,6925300290701,Cutting Discs,PCS,20.830,31.189,50,,,DeWalt
HW-103789,Sata Door Handle 12mm,مقابض أبواب 12mm,6879385065360,Door Handles.,PCS,3.031,4.344,20,,SAT-98181,Sata
HW-103790,  Ingco Common Nail 1/4 inch,مسامير 1/4 inch,6487355572274,Nails,PCS,23.031,35.359,5,Ingco Nails - ING-83846,,Ingco
HW-103791,MAKITA STEEL CHAIN 22 GAUGE,سلاسل 22 Gauge,6939318798555,CHAINS,pcs,21.111,30.189,10,,MAK-4772,Makita
HW-103792,Bosch Plastic Water Tank 750W,خزانات مياه 750W,6750336885771,Water Tanks,Nos,1.439,2.073,5,,,Bosch
HW-103793,Gulf Star Sledge Hammer 18 Gauge,,6294375850483,Hammers,PCS,10.450,13.490,25,Gulf Star Hammers - GUL-61148,,Gulf Star
HW-103794,Stanley Safety Goggles 1/4 inch,نظارات واقية 1/4 inch,6730248604341,Eye Protection,PCS,13.043,17.356,15,Stanley Eye Protection - STA-81299,,Stanley
HW-103795,Sata Socket Wrench Set 50kg,مفاتيح ربط 50kg,6356028883207,Wrenches,PCS,23.372,30.533,5,Sata Wrenches - SAT-13814,,Sata
HW-103796,Total Steel Toe Safety Boots Small,أحذية سلامة Small,6258805360859,safety boots,PCS,16.448,22.164,5,,TOT-94959,Total
HW-103797,Black+Decker Tile Adhesive Bag 1200W,لاصق بلاط 1200W,6598324431086,Tiles Adhesive,PCS,11.029,15.827,20,,BLA-99734,Black+Decker
HW-103798,Metabo Wheelbarrow 750W,,6133436388442,Wheelbarrows,PCS,20.133,23.946,15,Metabo Wheelbarrows - MET-77734,MET-77734,Metabo
HW-103799,DeWalt PVC Conduit Pipe 8mm,,6877764429943,Conduits,PCS,KD 20.914,28.199,'10,DeWalt Conduits - DEW-78857,DEW-78857,DeWalt
HW-103800,Makita Digging Spade 1/2 inch,مجارف 1/2 inch,6118072488542,Shovels & Spades,PCS,6.848,9.986,10,Makita Shovels & Spades - MAK-80318,MAK-80318,Makita
HW-103801,DeWalt Door Hinge 16mm,مفصلات أبواب 16mm,6672442054166,Door Hinges,pcs,1.664,2.034,10,DeWalt Door Hinges - DEW-18612,DEW-18612,DeWalt
HW-103802,Skil Cement Bag 5kg,,6735758107893,CEMENT & MORTAR,PCS,277.187,400.872,5,Skil Cement & Mortar - SKI-14341,SKI-14341,Skil
HW-103803,Gulf Star Epoxy Adhesive 20 Gauge,,6935196690701, Epoxy ,pcs,2.920,3.593,10,Gulf Star Epoxy - GUL-26388,GUL-26388,Gulf Star
HW-103804,Bosch Ball Valve 25mm,صمامات 25mm,6559922535688,Valves,PCS,13.199,19.080,15,Bosch Valves - BOS-44835,BOS-44835,Bosch
HW-103805,Hilti Construction Adhesive 18L,لاصق إنشائي 18L,6338832959769,CONSTRUCTION ADHESIVE,PCS,4.192,5.445,50,,HIL-27141,Hilti
HW-103806,Ridgid Paint Roller 10kg,فرش ورولات 10kg,6545126479346,Brushes & Rollers,pc,KWD 11.421,16.969,5,Ridgid Brushes & Rollers - RID-85693,,Ridgid
HW-103807,Karcher Enamel Paint 50mm,دهان زيتي 50mm,6320715398548,Enamel Paint,Pieces,KD 16.787,20.332,5,Karcher Enamel Paint - KAR-96934,KAR-96934,Karcher
HW-103808,Ridgid Gate Valve 18L,صمامات 18L,6851568979653,Valves,PCS,23.996,31.530,20,Ridgid Valves - RID-13077,RID-13077,Ridgid
HW-103809,Hilti Steel Chain 9L,سلاسل 9L,6785743157614,Chains,PCS,2.970,4.445,5,Hilti Chains - HIL-90545,HIL-90545,Hilti
HW-103810,Karcher Spray Paint Can 22 Gauge,بخاخ دهان 22 Gauge,6416043080577,Spray Paint,PCS,13.907,16.985,5,Karcher Spray Paint - KAR-31536,KAR-31536,Karcher
HW-103811,Crown Cordless Drill 3/8 inch,مثاقب 3/8 inch,6671361504311, Drills & Drivers ,pc,KD 34.942,49.260,10,,CRO-27944,Crown
HW-103812,Al-Fanar Super Glue 650W,,6352069673516,Super Glue,PCS,0.770,KWD 1.159,50,,AL--18480,Al-Fanar
HW-103813,Crown Extension Cord 10kg,,6726573047614,Extension Cords,PCS,23.093,KWD 34.019,25,Crown Extension Cords - CRO-2264,CRO-2264,Crown
HW-103814,Stanley Aluminium Ladder 25mm,,6889795588095,Aluminium Ladders,PCS,24.354,31.906,20,,STA-80961,Stanley
HW-103815,Sata Sandpaper Sheet 20 Gauge,ورق صنفرة 20 Gauge,6238227995787,Sandpaper,PCS,19.390,28.189,25,Sata Sandpaper - SAT-37799,,Sata
HW-103816,Makita Sandpaper Sheet 32mm,,6186179842726,Sandpaper,pc,211.358,300.249,50,Makita Sandpaper - MAK-3506,MAK-3506,Makita
HW-103817,Bosch Dust Mask Respirator 16mm,,6247419862870,Respirators,PCS,14.933,17.887,25,Bosch Respirators - BOS-12283,BOS-12283,Bosch
HW-103818,Sata Jigsaw 1200W,مناشير منحنية 1200W,6348669641329,Jigsaws,PC,4.261,5.994,5,Sata Jigsaws - SAT-64711,SAT-64711,Sata
HW-103819,Al-Fanar Steel Chain 3/4 inch,سلاسل 3/4 inch,6302075574929,Chains,Nos,19.005,26.242,25,Al-Fanar Chains - AL--77982,AL--77982,Al-Fanar
HW-103820,Tolsen Paint Roller Large,فرش ورولات Large,6525911878523,Brushes & Rollers,Pieces,17.867,25.948,25,Tolsen Brushes & Rollers - TOL-72509,,Tolsen
HW-103821,SKIL TEFLON TAPE 20L,شريط لحام وسدادات 20L,6718740453658,Sealants & Tape,PCS,11.749,KWD 17.111,5,Skil Sealants & Tape - SKI-61778,SKI-61778,Skil
HW-103822,Hilti Electrical Cable 22 Gauge,كابلات وأسلاك 22 Gauge,6153045262857,Cables & Wires,PCS,15.388,22.499,10,Hilti Cables & Wires - HIL-80892,HIL-80892,Hilti
HW-103823,Gulf Star Cement Bag 50kg,أسمنت وملاط 50kg,6404299706635,Cement & Mortar,PCS,14.809,22.229,15,Gulf Star Cement & Mortar - GUL-73485,GUL-73485,Gulf Star
HW-103824,Makita Plastic Water Tank 24 Gauge,,6733579827093,Water Tanks,PCS,169.869,244.929,50,Makita Water Tanks - MAK-44051,,Makita
HW-103825,Sata Epoxy Adhesive Small,إيبوكسي Small,6952555995229,Epoxy,PCS,9.437,11.828,15,Sata Epoxy - SAT-39960,SAT-39960,Sata
HW-103826,  Metabo Pruning Shears 20 Gauge,,6293181182225,Pruning Shears,PCS,4.344,5.807,15,,MET-98714,Metabo
HW-103827,Truper Socket Wrench Set Medium,مفاتيح ربط Medium,6556021250484,Wrenches,PCS,6.483,8.783,15,Truper Wrenches - TRU-29468,TRU-29468,Truper
HW-103828,Makita Wire Brush 16 Gauge,,6122778817006,Wire Brushes,PCS,0.928,1.336,20,Makita Wire Brushes - MAK-73443,MAK-73443,Makita
HW-103829,Ingco Spirit Level Small.,,6343793493929,Spirit Levels,PCS,10.489,14.935,50,,,Ingco
HW-103830,Black+Decker Gate Valve 25kg,صمامات 25kg,6804436945496,valves,PCS,19.384,26.572,50,Black+Decker Valves - BLA-34350,,Black+Decker
HW-103831,"Black+Decker Emulsion Paint 9L,",دهان مائي 9L,6704675083076,  emulsion paint,PCS,9.015,13.358,10,Black+Decker Emulsion Paint - BLA-19355,BLA-19355,Black+Decker
HW-103832,Sata Digging Spade 18L,مجارف 18L,6136738662838,Shovels & Spades,PCS,13.296,18.493,10,,,Sata
HW-103833,gulf star vernier caliper 1200w,فرجار قياس 1200W,6576337467314,Calipers,PCS,6.048,7.173,25,Gulf Star Calipers - GUL-79783,GUL-79783,Gulf Star
HW-103834,DeWalt Angle Grinder 5kg,صنفرة زاوية 5kg,6929585586733,Angle Grinders,PCS,KWD 5.347,KD 8.121,50,,DEW-8550,DeWalt
HW-103835,Bosch Ready Mix Mortar 1200W,أسمنت وملاط 1200W,6234423203042,Cement & Mortar,PCS,6.631,8.587,10,Bosch Cement & Mortar - BOS-69340,BOS-69340,Bosch
HW-103836,Sata Garden Cart 10mm,عربات حديقة 10mm,6600957558456,WHEELBARROWS & CARTS,PC,0.582,0.710,20,Sata Wheelbarrows & Carts - SAT-89922,,Sata
HW-103837,  Ridgid Power Socket 2000W,مفاتيح وأفياش 2000W,6242518248469,Switches  & Sockets,PCS,3.105,4.309,50,Ridgid Switches & Sockets - RID-98361,RID-98361,Ridgid
HW-103838,Truper Laser Level 750W,ميزان ليزر 750W,6531711680934,Laser Levels  ,pc,1.794,2.562,5,Truper Laser Levels - TRU-33880,,Truper
HW-103839,Karcher Dust Mask Respirator 10mm,أقنعة تنفس 10mm,6610053098219,Respirators,PCS,8.928,13.108,15,Karcher Respirators - KAR-9091,,Karcher
HW-103840,Ridgid Inverter Generator Medium,,6123085114480,Generators,PCS,1.689,2.406,20,Ridgid Generators - RID-68218,,Ridgid
