sku,warehouse,quantity,unitCost,trackingType,partNumber,serialNumbers
HW-104060,Rai Branch,5,23.493,none,HIL-57419,
HW-104061,Ardiya Warehouse,5,20.501,none,,
HW-104062,Rai Branch,4,KWD 11.686,batch,AL--60120,
HW-104063,Ardiya Warehouse,0,15.003,none,HIL-27769,
HW-104064,Fahaheel Branch,3,9.860,none,,
HW-104065,Ardiya Warehouse,2,15.502,none,MET-41064,
HW-104066,Fahaheel Branch,3,15.467,none,SAT-97451,
HW-104067,Shuwaikh Main,1,23.156,none,,
HW-104068,Fahaheel Branch,3,1.414,batch,MAK-57728,
HW-104069,Fahaheel Branch,0,0.490,none,KAR-81300,
HW-104070,Shuwaikh Main,1,9.490,none,BLA-99321,
HW-104071,Fahaheel Branch,4,14.156,none,SAT-8984,
HW-104072,Fahaheel Branch,3,6.939,none,YAT-73755,
HW-104073,Rai Branch,1,13.078,none,SAT-66603,
HW-104074,Rai Branch,3,286.117,none,AL--96514,
HW-104075,Ardiya Warehouse,2,22.519,none,SKI-27015,
HW-104076,Fahaheel Branch,1,KD 6.481,none,MAK-47364,
HW-104077,Shuwaikh Main,0,13.926,batch,SAT-31542,
HW-104078,Rai Branch,3,10.423,none,BLA-56805,
HW-104079,Rai Branch,0,7.304,none,DEW-94829,
HW-104080,Rai Branch,4,8.628,none,HIT-55638,
HW-104081,Ardiya Warehouse,0,4.341,none,MAK-6114,
HW-104082,Rai Branch,2,20.085,none,KAR-42989,
HW-104083,Rai Branch,5,10.575,none,MAK-62935,
HW-104084,Shuwaikh Main,5,1.556,none,MET-21948,
HW-104085,Shuwaikh Main,2,9.750,none,ING-59707,
HW-104086,Rai Branch,1,KWD 22.126,none,,
HW-104087,Fahaheel Branch,2,KD 24.771,none,TRU-98748,
HW-104088,Ardiya Warehouse,2,8.417,none,TOL-71644,
HW-104089,Ardiya Warehouse,1,20.691,batch,TOL-72619,
HW-104090,Fahaheel Branch,2,14.366,none,MET-43666,
HW-104091,Fahaheel Branch,5,5.433,none,CRO-78832,
HW-104092,Rai Branch,0,17.837,none,DEW-39178,
HW-104093,Shuwaikh Main,0,1.594,none,HIL-77620,
HW-104094,Ardiya Warehouse,5,20.312,none,ING-7867,
HW-104095,Fahaheel Branch,1,10.850,none,ING-50593,
HW-104096,Ardiya Warehouse,2,12.713,none,MET-24995,
HW-104097,Shuwaikh Main,3,14.858,none,TOT-61352,
HW-104098,Rai Branch,5,23.429,none,YAT-24754,
HW-104099,Ardiya Warehouse,1,15.238,none,MET-86002,
HW-104100,Ardiya Warehouse,3,1.216,none,YAT-4082,
HW-104101,Rai Branch,1,3.974,none,BLA-78166,
HW-104102,Fahaheel Branch,1,3.108,none,TRU-99698,
HW-104103,Ardiya Warehouse,1,11.974,none,MET-1193,
HW-104104,Fahaheel Branch,4,7.159,none,SAT-42946,
HW-104105,Rai Branch,4,14.696,none,TOT-17259,
HW-104106,Shuwaikh Main,2,293.182,none,TOT-39055,
HW-104107,Rai Branch,4,5.676,none,CRO-62709,
HW-104108,Fahaheel Branch,0,15.450,none,ING-55691,
HW-104109,Rai Branch,5,21.993,none,GUL-79433,
HW-104110,Fahaheel Branch,0,13.026,none,TRU-28039,
HW-104111,Shuwaikh Main,3,10.205,none,RID-97775,
HW-104112,Fahaheel Branch,3,KD 11.573,none,YAT-38383,
HW-104113,Shuwaikh Main,0,6.147,none,YAT-78998,
HW-104114,Shuwaikh Main,3,0.666,none,SKI-17977,
HW-104115,Rai Branch,3,20.174,none,RID-71786,
HW-104116,Shuwaikh Main,5,15.898,batch,BOS-25099,
HW-104117,Rai Branch,0,107.518,none,RID-42986,
HW-104118,Ardiya Warehouse,3,10.702,none,TOL-5161,
HW-104119,Fahaheel Branch,2,16.021,none,,
HW-104120,Rai Branch,1,1.256,none,STA-64203,
HW-104121,Ardiya Warehouse,2,2.367,none,BLA-73300,
HW-104122,Shuwaikh Main,5,KD 11.235,none,TOL-35195,
HW-104123,Ardiya Warehouse,5,10.839,none,MAK-85060,
HW-104124,Shuwaikh Main,0,24.596,none,,
HW-104125,Fahaheel Branch,2,13.671,none,,
HW-104126,Shuwaikh Main,4,KD 5.933,none,HIL-72893,
HW-104127,Fahaheel Branch,0,KD 17.827,none,ING-25398,
HW-104128,Ardiya Warehouse,3,96.530,none,SAT-10841,
HW-104129,Shuwaikh Main,5,0.649,none,,
HW-104130,Fahaheel Branch,3,23.795,none,AL--2180,
HW-104131,Shuwaikh Main,4,2.162,none,TOL-81641,
HW-104132,Shuwaikh Main,4,3.174,none,ING-80059,
HW-104133,Rai Branch,0,8.131,none,GUL-67163,
HW-104134,Shuwaikh Main,5,KWD 17.927,none,KAR-16004,
HW-104135,Shuwaikh Main,0,1.199,none,,
HW-104136,Ardiya Warehouse,0,1.090,none,,
HW-104137,Rai Branch,2,18.883,none,YAT-37743,
HW-104138,Rai Branch,4,2.814,none,HIT-57919,
HW-104139,Ardiya Warehouse,0,11.831,none,HIT-40878,
HW-104140,Fahaheel Branch,3,18.530,batch,HIT-58084,
HW-104141,Shuwaikh Main,3,0.123,none,TOL-81897,
HW-104142,Rai Branch,2,18.190,none,CRO-2166,
HW-104143,Fahaheel Branch,3,KWD 11.973,none,SAT-68762,
HW-104144,Ardiya Warehouse,5,3.326,none,,
HW-104145,Rai Branch,1,20.151,batch,TOT-63183,
HW-104146,Shuwaikh Main,4,2.640,none,TOT-82983,
HW-104147,Ardiya Warehouse,2,14.770,batch,MET-73336,
HW-104148,Rai Branch,2,163.401,none,STA-31026,
HW-104149,Rai Branch,3,11.523,batch,CRO-89619,
HW-104150,Rai Branch,2,KWD 9.552,none,TRU-75436,
HW-104151,Fahaheel Branch,0,22.577,none,KAR-86610,
HW-104152,Rai Branch,0,KD 14.665,batch,ING-13544,
HW-104153,Ardiya Warehouse,5,6.072,none,MAK-72787,
HW-104154,Fahaheel Branch,0,20.523,none,AL--64536,
HW-104155,Fahaheel Branch,2,22.208,none,GUL-47901,
HW-104156,Fahaheel Branch,2,20.129,none,YAT-15402,
HW-104157,Rai Branch,0,KD 4.620,none,MAK-46387,
HW-104158,Rai Branch,4,9.112,none,YAT-65259,
HW-104159,Fahaheel Branch,3,22.563,none,ING-30396,
HW-104160,Rai Branch,5,4.710,none,TRU-26455,
HW-104161,Fahaheel Branch,5,10.457,none,DEW-30055,
HW-104162,Ardiya Warehouse,1,4.605,none,BOS-42975,
HW-104163,Shuwaikh Main,0,16.951,none,TRU-55984,
HW-104164,Rai Branch,1,21.556,none,MET-61944,
HW-104165,Ardiya Warehouse,2,14.952,none,HIT-12844,
HW-104166,Ardiya Warehouse,3,1.324,none,CRO-52144,
HW-104167,Rai Branch,3,21.733,none,MAK-24226,
HW-104168,Shuwaikh Main,0,5.892,none,SKI-12462,
HW-104169,Rai Branch,5,20.319,none,MAK-22445,
HW-104170,Rai Branch,5,1.081,batch,ING-51336,
HW-104171,Fahaheel Branch,3,8.059,batch,YAT-97465,
HW-104172,Ardiya Warehouse,3,18.423,none,SKI-99014,
HW-104173,Fahaheel Branch,1,6.258,none,TOT-85325,
HW-104174,Shuwaikh Main,5,11.081,none,CRO-20645,
HW-104175,Rai Branch,5,17.015,none,YAT-76324,
HW-104176,Shuwaikh Main,0,8.563,none,BLA-18965,
HW-104177,Shuwaikh Main,2,12.152,none,GUL-34599,
HW-104178,Rai Branch,3,KWD 18.403,none,AL--74335,
HW-104179,Ardiya Warehouse,0,23.038,batch,STA-74317,
HW-104180,Shuwaikh Main,2,0.806,none,HIL-31901,
HW-104181,Fahaheel Branch,3,9.173,none,TOT-30073,
HW-104182,Ardiya Warehouse,0,21.461,none,KAR-81432,
HW-104183,Fahaheel Branch,4,187.737,none,CRO-15249,
HW-104184,Shuwaikh Main,1,19.774,none,BLA-59164,
HW-104185,Shuwaikh Main,2,KD 0.182,none,KAR-3669,
HW-104186,Shuwaikh Main,1,2.750,batch,ING-67188,
HW-104187,Ardiya Warehouse,0,13.733,none,MAK-14470,
HW-104188,Fahaheel Branch,5,10.704,none,HIL-29479,
HW-104189,Fahaheel Branch,3,16.288,none,BOS-44497,
HW-104190,Fahaheel Branch,3,KWD 8.448,none,HIL-55073,
HW-104191,Fahaheel Branch,2,21.141,none,,
HW-104192,Rai Branch,0,18.666,none,HIL-48283,
HW-104193,Shuwaikh Main,0,7.730,none,HIL-99183,
HW-104194,Rai Branch,4,12.171,none,ING-29119,
HW-104195,Ardiya Warehouse,2,41.718,none,,
HW-104196,Ardiya Warehouse,5,5.027,none,KAR-63685,
HW-104197,Shuwaikh Main,4,8.368,none,,
HW-104198,Fahaheel Branch,0,7.734,none,,
HW-104199,Ardiya Warehouse,3,7.690,none,TRU-76516,
HW-104200,Rai Branch,3,3.713,none,MAK-25094,
HW-104201,Shuwaikh Main,5,15.927,none,CRO-79347,
HW-104202,Fahaheel Branch,3,1.162,none,TOT-21565,
HW-104203,Shuwaikh Main,0,4.206,none,STA-24431,
HW-104204,Rai Branch,3,9.136,none,,
HW-104205,Rai Branch,0,14.863,none,SKI-28732,
HW-104206,Ardiya Warehouse,5,7.958,none,MET-14713,
HW-104207,Ardiya Warehouse,2,8.940,none,STA-55529,
HW-104208,Rai Branch,5,22.680,none,KAR-61149,
HW-104209,Rai Branch,0,KD 10.145,none,SKI-35209,
HW-104210,Rai Branch,1,22.093,none,YAT-31302,
HW-104211,Ardiya Warehouse,2,5.683,none,AL--93521,
HW-104212,Shuwaikh Main,0,9.685,none,MET-22021,
HW-104213,Rai Branch,1,14.743,none,TOL-43730,
HW-104214,Fahaheel Branch,0,18.338,none,YAT-26208,
HW-104215,Ardiya Warehouse,4,20.940,none,RID-89924,
HW-104216,Rai Branch,1,0.204,batch,TOT-44196,
HW-104217,Fahaheel Branch,4,3.613,none,HIT-60124,
HW-104218,Ardiya Warehouse,0,KWD 4.539,none,GUL-46370,
HW-104219,Rai Branch,0,KD 3.406,none,YAT-54155,
HW-104220,Fahaheel Branch,0,7.141,none,BLA-14829,
HW-104221,Rai Branch,2,4.970,none,CRO-18891,
HW-104222,Ardiya Warehouse,3,6.861,none,KAR-31809,
HW-104223,Ardiya Warehouse,5,23.177,none,BLA-49887,
HW-104224,Shuwaikh Main,1,23.545,none,HIL-75879,
HW-104225,Rai Branch,0,20.530,none,,
HW-104226,Ardiya Warehouse,4,KWD 4.004,none,HIT-15610,
HW-104227,Ardiya Warehouse,0,13.471,none,TOT-45272,
HW-104228,Shuwaikh Main,4,10.442,none,SAT-89875,
HW-104229,Shuwaikh Main,3,3.593,batch,TRU-81792,
HW-104230,Rai Branch,3,17.894,none,BOS-42705,
HW-104231,Shuwaikh Main,4,23.257,none,DEW-5518,
HW-104232,Shuwaikh Main,4,12.879,none,KAR-2116,
HW-104233,Fahaheel Branch,0,15.242,none,AL--12712,
HW-104234,Shuwaikh Main,2,15.495,none,YAT-42866,
HW-104235,Ardiya Warehouse,5,18.073,batch,,
HW-104236,Ardiya Warehouse,1,16.490,none,HIT-83770,
HW-104237,Ardiya Warehouse,4,15.314,none,RID-1346,
HW-104238,Fahaheel Branch,2,5.999,none,CRO-90284,
HW-104239,Fahaheel Branch,0,0.329,none,,
HW-104240,Rai Branch,1,15.390,none,STA-70748,
HW-104241,Fahaheel Branch,1,0.524,none,SAT-81994,
HW-104242,Rai Branch,2,7.289,batch,GUL-9275,
HW-104243,Rai Branch,4,18.230,none,SKI-78557,
HW-104244,Shuwaikh Main,0,KD 0.415,none,SKI-29638,
HW-104245,Fahaheel Branch,1,7.432,batch,HIT-90708,
HW-104246,Ardiya Warehouse,5,21.365,none,YAT-99749,
HW-104247,Rai Branch,4,5.585,none,BOS-39065,
HW-104248,Rai Branch,3,KD 10.562,batch,CRO-44972,
HW-104249,Shuwaikh Main,0,20.820,none,AL--38311,
HW-104250,Shuwaikh Main,0,20.347,none,RID-17589,
HW-104251,Shuwaikh Main,3,23.119,batch,SAT-65139,
HW-104252,Shuwaikh Main,3,4.832,none,SAT-87406,
HW-104253,Fahaheel Branch,2,16.016,none,MAK-60403,
HW-104254,Ardiya Warehouse,1,18.219,none,AL--87814,
HW-104255,Ardiya Warehouse,5,21.026,none,,
HW-104256,Shuwaikh Main,4,8.534,none,MAK-39780,
HW-104257,Ardiya Warehouse,5,7.046,none,AL--29157,
HW-104258,Shuwaikh Main,2,2.915,none,MET-75334,
HW-104259,Ardiya Warehouse,3,15.392,none,RID-26116,
HW-104260,Rai Branch,0,4.186,none,SAT-38077,
HW-104261,Rai Branch,1,3.635,none,TRU-97687,
HW-104262,Ardiya Warehouse,5,13.604,none,HIL-69114,
HW-104263,Rai Branch,2,11.511,none,ING-80895,
HW-104264,Fahaheel Branch,5,8.642,none,TRU-70046,
HW-104265,Fahaheel Branch,2,1.843,none,HIT-13318,
HW-104266,Ardiya Warehouse,4,15.572,none,YAT-26400,
HW-104267,Shuwaikh Main,0,276.360,none,SAT-32379,
HW-104268,Fahaheel Branch,3,5.822,none,,
HW-104269,Shuwaikh Main,0,21.765,none,BOS-99043,
HW-104270,Shuwaikh Main,4,11.420,none,BLA-51241,
HW-104271,Ardiya Warehouse,0,8.536,none,TRU-44204,
HW-104272,Fahaheel Branch,0,6.153,none,HIL-13920,
HW-104273,Ardiya Warehouse,2,KD 22.138,none,TRU-68897,
HW-104274,Rai Branch,0,16.241,none,SKI-99036,
HW-104275,Shuwaikh Main,0,24.985,none,SAT-51438,
HW-104276,Rai Branch,1,10.790,none,YAT-80871,
HW-104277,Ardiya Warehouse,2,12.035,none,HIT-75151,
HW-104278,Rai Branch,1,0.457,none,STA-19231,
HW-104279,Ardiya Warehouse,3,4.511,none,TOT-53307,
HW-104280,Fahaheel Branch,0,KWD 17.531,batch,BLA-28252,
HW-104281,Fahaheel Branch,3,KD 12.139,none,BOS-66210,
HW-104282,Fahaheel Branch,3,22.896,none,SKI-36210,
HW-104283,Ardiya Warehouse,2,0.587,none,ING-42580,
HW-104284,Ardiya Warehouse,0,11.852,none,TOT-78351,
HW-104285,Rai Branch,1,2.673,none,,
HW-104286,Rai Branch,0,15.799,none,TOL-71393,
HW-104287,Ardiya Warehouse,2,20.978,none,MAK-35676,
HW-104288,Shuwaikh Main,3,2.839,none,,
HW-104289,Shuwaikh Main,3,16.538,none,HIT-27121,
HW-104290,Ardiya Warehouse,3,14.907,none,SKI-1646,
HW-104291,Fahaheel Branch,5,32.620,none,GUL-83352,
HW-104292,Fahaheel Branch,0,6.179,none,HIL-13683,
HW-104293,Fahaheel Branch,0,22.359,none,HIT-92542,
HW-104294,Fahaheel Branch,3,4.411,batch,CRO-64271,
HW-104295,Fahaheel Branch,2,14.091,none,,
HW-104296,Fahaheel Branch,4,30.638,none,SAT-74313,
HW-104297,Fahaheel Branch,2,15.047,none,AL--72863,
HW-104298,Fahaheel Branch,5,1.224,none,ING-52923,
HW-104299,Fahaheel Branch,1,KD 16.697,none,STA-9309,
HW-104300,Rai Branch,4,KWD 24.308,none,AL--65421,
HW-104301,Rai Branch,3,16.016,none,SAT-56589,
HW-104302,Ardiya Warehouse,5,22.573,none,BOS-78469,
HW-104303,Rai Branch,5,7.727,batch,TOL-76672,
HW-104304,Shuwaikh Main,1,7.735,none,ING-93746,
HW-104305,Shuwaikh Main,2,12.306,none,RID-88404,
HW-104306,Fahaheel Branch,5,17.743,none,STA-91879,
HW-104307,Shuwaikh Main,5,KWD 16.976,none,,
HW-104308,Rai Branch,1,12.160,none,HIL-36010,
HW-104309,Ardiya Warehouse,2,0.287,none,SAT-86155,
HW-104310,Rai Branch,1,1.314,none,AL--49984,
HW-104311,Ardiya Warehouse,0,KD 2.942,none,TRU-56105,
HW-104312,Rai Branch,0,3.915,none,YAT-65868,
HW-104313,Shuwaikh Main,0,288.967,none,KAR-29096,
HW-104314,Rai Branch,2,3.274,none,DEW-66898,
HW-104315,Rai Branch,1,8.823,none,AL--28962,
HW-104316,Ardiya Warehouse,1,223.901,none,MAK-20071,
HW-104317,Shuwaikh Main,4,191.566,none,KAR-37285,
HW-104318,Shuwaikh Main,5,101.059,none,SKI-55842,
HW-104319,Shuwaikh Main,5,19.830,none,BLA-37740,
HW-104320,Fahaheel Branch,4,11.194,none,RID-13474,
HW-104321,Rai Branch,1,19.920,none,STA-51846,
HW-104322,Shuwaikh Main,3,20.801,none,YAT-18241,
HW-104323,Shuwaikh Main,4,14.632,none,YAT-65648,
HW-104324,Shuwaikh Main,4,10.802,none,CRO-78254,
HW-104325,Fahaheel Branch,0,3.725,none,KAR-9129,
HW-104326,Fahaheel Branch,0,20.319,none,BOS-66829,
HW-104327,Shuwaikh Main,4,20.719,none,DEW-60063,
HW-104328,Fahaheel Branch,3,21.426,none,RID-63231,
HW-104329,Shuwaikh Main,4,5.283,none,DEW-12480,
HW-104330,Shuwaikh Main,0,1.006,none,BLA-12933,
HW-104331,Rai Branch,4,9.759,none,DEW-71045,
HW-104332,Ardiya Warehouse,1,KWD 23.443,none,AL--3174,
HW-104333,Shuwaikh Main,4,8.365,none,AL--79292,
HW-104334,Fahaheel Branch,5,22.897,batch,BLA-90271,
HW-104335,Rai Branch,5,17.565,none,,
HW-104336,Fahaheel Branch,2,18.995,none,MAK-73670,
HW-104337,Ardiya Warehouse,0,22.817,none,,
HW-104338,Rai Branch,2,6.024,none,TRU-96476,
HW-104339,Ardiya Warehouse,4,19.842,batch,SAT-10165,
HW-104340,Fahaheel Branch,1,0.825,none,KAR-76608,
HW-104341,Rai Branch,0,8.496,none,STA-13199,
HW-104342,Ardiya Warehouse,0,12.427,none,BOS-81702,
HW-104343,Fahaheel Branch,0,7.439,none,TOL-87556,
HW-104344,Rai Branch,2,17.556,none,SKI-81518,
HW-104345,Shuwaikh Main,0,10.894,none,MET-16313,
HW-104346,Shuwaikh Main,1,12.071,none,,
HW-104347,Ardiya Warehouse,1,16.415,batch,ING-53099,
HW-104348,Rai Branch,1,23.710,batch,BLA-44032,
HW-104349,Rai Branch,3,23.170,batch,HIL-85267,
HW-104350,Ardiya Warehouse,0,23.788,none,MET-37767,
HW-104351,Rai Branch,3,KWD 2.558,none,TOL-24628,
HW-104352,Fahaheel Branch,5,14.508,none,RID-48170,
HW-104353,Shuwaikh Main,2,14.232,none,BLA-44426,
HW-104354,Fahaheel Branch,3,11.855,none,ING-38648,
HW-104355,Shuwaikh Main,3,14.272,batch,SKI-33569,
HW-104356,Shuwaikh Main,3,5.119,none,TOT-75920,
HW-104357,Shuwaikh Main,0,7.773,none,STA-55711,
HW-104358,Rai Branch,0,13.190,none,GUL-72362,
HW-104359,Ardiya Warehouse,0,2.422,none,DEW-15737,
HW-104360,Fahaheel Branch,0,0.611,none,TRU-74739,
HW-104361,Rai Branch,4,14.231,batch,TOT-7263,
HW-104362,Fahaheel Branch,2,8.781,batch,KAR-75930,
HW-104363,Shuwaikh Main,3,10.843,none,STA-56621,
HW-104364,Ardiya Warehouse,4,1.575,none,SAT-1102,
HW-104365,Ardiya Warehouse,3,KD 23.767,none,DEW-51583,
HW-104366,Shuwaikh Main,5,14.093,none,SAT-58881,
HW-104367,Ardiya Warehouse,4,22.212,none,GUL-76914,
HW-104368,Fahaheel Branch,1,19.852,none,,
HW-104369,Shuwaikh Main,5,8.594,none,,
HW-104370,Ardiya Warehouse,2,0.748,none,ING-11709,
HW-104371,Rai Branch,5,7.657,none,TOL-89979,
HW-101960,Rai Branch,0,16.681,none,BLA-10323,
HW-104373,Fahaheel Branch,2,3.254,none,GUL-4252,
HW-104374,Rai Branch,4,12.345,none,RID-14681,
HW-104375,Ardiya Warehouse,0,4.989,batch,DEW-45268,
HW-104376,Fahaheel Branch,2,5.952,none,,
HW-104377,Rai Branch,5,298.502,batch,STA-92053,
HW-104378,Shuwaikh Main,0,77.709,none,HIT-3109,
HW-104379,Shuwaikh Main,3,6.301,none,BLA-43789,
HW-104380,Rai Branch,4,8.547,none,,
HW-104381,Ardiya Warehouse,4,16.771,none,BOS-99987,
HW-104382,Fahaheel Branch,0,20.374,batch,BOS-81730,
HW-104383,Ardiya Warehouse,2,12.770,none,RID-21461,
HW-104384,Ardiya Warehouse,3,9.989,batch,TOT-37651,
HW-104385,Shuwaikh Main,0,77.779,none,SKI-48396,
HW-104386,Ardiya Warehouse,5,KWD 22.053,none,ING-99097,
HW-104387,Ardiya Warehouse,5,5.823,none,RID-50095,
HW-104388,Shuwaikh Main,3,11.875,none,MAK-67866,
HW-104389,Fahaheel Branch,5,20.403,none,BOS-26095,
HW-104390,Fahaheel Branch,1,10.192,none,,
HW-104391,Ardiya Warehouse,1,4.096,batch,YAT-77250,
HW-104392,Fahaheel Branch,1,9.601,none,RID-86555,
HW-104393,Fahaheel Branch,1,4.208,none,TOT-24917,
HW-104394,Fahaheel Branch,0,5.166,none,AL--70605,
HW-104395,Fahaheel Branch,2,13.518,none,MAK-42014,
HW-104396,Ardiya Warehouse,0,20.789,none,HIL-21096,
HW-104397,Shuwaikh Main,5,19.200,none,TOT-36875,
HW-104398,Ardiya Warehouse,5,221.661,batch,HIT-75792,
HW-104399,Rai Branch,4,7.091,none,TOT-78727,
HW-104400,Rai Branch,5,12.547,none,HIL-10030,
HW-104401,Ardiya Warehouse,0,22.023,none,,
HW-104402,Ardiya Warehouse,5,4.233,none,RID-64474,
HW-104403,Ardiya Warehouse,0,KWD 254.081,none,MAK-83878,
HW-104404,Fahaheel Branch,1,19.715,none,,
HW-104405,Rai Branch,3,KWD 16.905,none,STA-72924,
HW-104406,Ardiya Warehouse,1,17.542,none,BLA-61156,
HW-104407,Rai Branch,2,18.844,none,SKI-11924,
HW-104408,Fahaheel Branch,1,10.178,none,HIL-6869,
HW-104409,Fahaheel Branch,0,3.896,none,CRO-90417,
HW-104410,Fahaheel Branch,2,17.345,none,MAK-69034,
HW-104411,Ardiya Warehouse,1,23.636,batch,BOS-33639,
HW-104412,Fahaheel Branch,0,10.756,none,HIT-14114,
HW-104413,Fahaheel Branch,5,KWD 62.801,none,YAT-96373,
HW-104414,Ardiya Warehouse,3,8.236,none,STA-80455,
HW-104415,Fahaheel Branch,3,21.617,none,RID-77823,
HW-104416,Fahaheel Branch,2,10.165,none,HIT-12877,
HW-104417,Ardiya Warehouse,3,KD 5.276,none,AL--83621,
HW-104418,Fahaheel Branch,4,KD 14.159,none,AL--16625,
HW-104419,Rai Branch,2,KD 18.715,none,BOS-53667,
HW-104420,Rai Branch,2,9.291,none,CRO-69555,
HW-104421,Fahaheel Branch,0,1.847,none,GUL-29471,
HW-104422,Shuwaikh Main,5,KWD 217.139,none,SKI-83865,
HW-104423,Shuwaikh Main,0,22.977,none,HIT-28619,
HW-104424,Shuwaikh Main,0,9.262,none,HIL-32182,
HW-104425,Fahaheel Branch,3,11.111,none,,
HW-104426,Shuwaikh Main,3,9.846,none,MET-29810,
HW-104427,Rai Branch,1,15.306,none,YAT-22744,
HW-104428,Rai Branch,1,3.923,none,ING-5666,
HW-104429,Ardiya Warehouse,0,21.679,batch,ING-31473,
HW-104430,Rai Branch,1,20.127,none,YAT-27904,
HW-104431,Fahaheel Branch,0,15.399,none,GUL-84639,
HW-104432,Ardiya Warehouse,3,0.139,none,GUL-60587,
HW-104433,Rai Branch,5,5.365,none,TOL-14093,
HW-104434,Ardiya Warehouse,1,5.058,none,BLA-34788,
HW-104435,Shuwaikh Main,4,14.486,batch,DEW-60939,
HW-104436,Shuwaikh Main,2,13.149,batch,GUL-35269,
HW-104437,Shuwaikh Main,1,1.504,none,TOL-87959,
HW-104438,Fahaheel Branch,0,22.707,none,MAK-56479,
HW-104439,Rai Branch,4,18.241,batch,MAK-18220,
HW-104440,Fahaheel Branch,4,14.702,none,DEW-1088,
HW-104441,Rai Branch,0,5.607,none,DEW-4088,
HW-104442,Fahaheel Branch,0,3.606,none,HIT-2689,
HW-104443,Rai Branch,5,55.236,none,ING-77559,
HW-104444,Fahaheel Branch,4,15.980,none,,
HW-104445,Rai Branch,0,0.701,none,AL--94310,
HW-104446,Fahaheel Branch,2,15.715,none,,
HW-104447,Ardiya Warehouse,0,88.894,none,,
HW-104448,Shuwaikh Main,0,242.163,batch,ING-31542,
HW-104449,Shuwaikh Main,4,13.107,none,HIT-5723,
HW-104450,Rai Branch,1,7.019,none,HIL-61165,
HW-104451,Ardiya Warehouse,1,22.607,none,TOT-86633,
HW-104452,Ardiya Warehouse,1,21.769,none,TOT-61455,
HW-104453,Fahaheel Branch,5,20.650,none,HIL-18405,
HW-104454,Rai Branch,4,7.157,none,BLA-40867,
HW-104455,Ardiya Warehouse,1,170.589,none,CRO-21286,
HW-104456,Fahaheel Branch,3,24.263,none,,
HW-104457,Ardiya Warehouse,4,23.993,none,AL--18659,
HW-104458,Rai Branch,3,5.161,none,KAR-82811,
HW-104459,Ardiya Warehouse,3,16.423,none,HIL-9780,
HW-104460,Fahaheel Branch,2,4.962,none,BOS-39693,
HW-104461,Shuwaikh Main,4,11.858,none,MAK-8683,
HW-104462,Ardiya Warehouse,5,18.419,none,HIL-7011,
HW-104463,Ardiya Warehouse,2,13.237,none,TOT-41450,
HW-104464,Ardiya Warehouse,1,7.838,none,CRO-49295,
HW-104465,Rai Branch,0,21.698,batch,MET-32334,
HW-104466,Fahaheel Branch,4,6.406,none,MET-38759,
HW-104467,Ardiya Warehouse,4,23.452,batch,SKI-36269,
HW-104468,Shuwaikh Main,4,13.553,none,DEW-59983,
HW-104469,Ardiya Warehouse,0,19.425,none,,
HW-104470,Rai Branch,0,3.719,none,MET-26494,
HW-104471,Rai Branch,2,2.276,none,,
HW-104472,Ardiya Warehouse,2,KWD 5.158,none,TOL-62823,
HW-104473,Rai Branch,0,1.132,none,GUL-52168,
HW-104474,Fahaheel Branch,3,11.925,batch,ING-3860,
HW-104475,Ardiya Warehouse,0,18.061,none,CRO-23848,
HW-100894,Fahaheel Branch,5,22.426,none,BOS-89342,
HW-104477,Fahaheel Branch,4,2.892,none,TOT-9425,
HW-104478,Fahaheel Branch,1,19.027,none,BLA-85637,
HW-104479,Fahaheel Branch,3,8.695,none,AL--70018,
HW-104480,Fahaheel Branch,3,13.645,none,KAR-94162,
HW-104481,Fahaheel Branch,3,11.830,none,TOT-39680,
HW-104482,Ardiya Warehouse,4,10.903,batch,STA-2870,
HW-104483,Rai Branch,0,5.496,none,STA-98035,
HW-104484,Ardiya Warehouse,5,7.926,none,TOT-99853,
HW-104485,Ardiya Warehouse,5,18.753,none,,
HW-104486,Shuwaikh Main,2,10.901,none,DEW-52309,
HW-104487,Fahaheel Branch,5,13.455,none,KAR-79133,
HW-104488,Fahaheel Branch,5,2.319,none,ING-29960,
HW-104489,Shuwaikh Main,5,KWD 2.036,batch,GUL-96594,
HW-104490,Rai Branch,2,18.227,none,TRU-19830,
HW-104491,Rai Branch,1,KWD 1.468,none,YAT-51224,
HW-104492,Ardiya Warehouse,4,23.905,none,RID-8252,
HW-104493,Rai Branch,2,5.248,none,STA-23816,
HW-104494,Shuwaikh Main,4,24.735,none,BLA-77605,
HW-104495,Ardiya Warehouse,0,9.653,none,SKI-21933,
HW-104496,Fahaheel Branch,2,8.553,none,HIL-95710,
HW-104497,Shuwaikh Main,3,21.716,none,YAT-70131,
HW-104498,Ardiya Warehouse,0,14.907,none,BOS-45283,
HW-104499,Fahaheel Branch,4,22.493,none,DEW-30193,
HW-104500,Ardiya Warehouse,0,7.403,none,RID-92384,
HW-104501,Fahaheel Branch,0,4.146,none,,
HW-104502,Fahaheel Branch,0,23.828,none,MAK-97876,
HW-104503,Rai Branch,5,4.693,none,BLA-92833,
HW-104504,Rai Branch,5,20.218,none,CRO-38595,
HW-104505,Shuwaikh Main,4,3.020,none,GUL-37687,
HW-104506,Rai Branch,5,20.916,none,SAT-80376,
HW-104507,Fahaheel Branch,2,5.389,none,TRU-74984,
HW-104508,Shuwaikh Main,2,23.673,none,BLA-53002,
