name,nameAlt,code,openingBalance,phone,email,taxNumber,paymentTermDays,creditLimit,status,addressLine1,addressLine2,city,state,postalCode,country,notes
Fahaheel Home Services  Est. 12,,CUST-1473,2394.718,+965 74991581,fahaheel.home.services473@example.com.kw,,30,29684.292,active,49 Bldg 10,,Rai,,,Kuwait,Imported opening balance
Al-Khaled General Trading  Est. 12  ,,CUST-1474,0.000,+965 70879261,alkhaled.general.trading474@example.com.kw,,0,14904.833,blocked,89 Block 19,,Shuwaikh,,,Kuwait,Imported opening balance
al-nasser renovation 12,,CUST-1475,KWD 0.000,+965 99126594,,,90,36911.651,active,98 St 15,,Hawally,,,Kuwait,
al-osaimi maintenance 12,,CUST-1476,KD 4373.453,+965 86582377,,,60,21560.458,active,,,Fahaheel,,,Kuwait,
First Gulf Interiors 12,,CUST-1477,0.000,+965 73269400,first.gulf.interiors477@example.com.kw,,45,19675.795,active,70 St 1,,Shuwaikh,,,Kuwait,Imported opening balance
Al-Rashed Villas 12.,,CUST-1478,0.000,+965 60369208,alrashed.villas478@example.com.kw,,0,19435.634,active,70 Bldg 19,,Farwaniya,,,Kuwait,
Al-Sanea Property  Est. 12,,CUST-1479,184.102,+965 69080057,alsanea.property479@example.com.kw,,15,42220.449,active,92 St 18,,Farwaniya,,,Kuwait,Imported opening balance
Al-Fahad Contracting  Est. 13.,,CUST-1480,1956.104,+965 71405727,alfahad.contracting480@example.com.kw,,45,12301.604,active,22 Block 9,,Jahra,,,Kuwait,
Modern Home Fix-It 13,,CUST-1481,4073.616,+965 91387628,modern.home.fixit481@example.com.kw,,90,38176.605,active,68 Block 4,,Salmiya,,,Kuwait,
AL-SABAH VILLA SERVICES 13,,CUST-1482,6741.194,+965 65895787,,,15,26747.052,active,9 Bldg 3,,Kuwait City,,,Kuwait,Imported opening balance
  Bayt Al-Jomard 13,,CUST-1483,KD 3446.919,+965 85303023,bayt.aljomard483@example.com.kw,,60,8462.448,active,36 Bldg 20,,Salmiya,,,Kuwait,Imported opening balance
Al-Duaij Maintenance 13,,CUST-1484,2390.914,+965 84332197,alduaij.maintenance484@example.com.kw,,0,KWD 21077.405,active,54 St 10,,Farwaniya,,,Kuwait,Imported opening balance
"gulf builders  est. 13,",,CUST-1485,0.000,+965 62038096,gulf.builders485@example.com.kw,,60,35441.599,active,,,Kuwait City,,,Kuwait,
Salem Al-Rashidi 13,,CUST-1486,6120.399,+965 92800807,salem.alrashidi486@example.com.kw,,15,18017.748,active,42 Block 13,,Ardiya,,,Kuwait,Imported opening balance
Fahad Al-Otaibi 13,,CUST-1487,0.000,+965 92322831,fahad.alotaibi487@example.com.kw,,0,13134.654,active,41 St 7,,Ahmadi,,,Kuwait,
Al-Mutairi Est. 13,,CUST-1488,0.000,+965 60683962,almutairi.est.488@example.com.kw,,45,34874.838,active,59 St 14,,Jahra,,,Kuwait,
New Kuwait Contracting 13,,CUST-1489,0.000,+965 61471769,new.kuwait.contracting489@example.com.kw,,30,847.019,active,98 Block 18,,Kuwait City,,,Kuwait,
Al-Ajmi Interiors 13,,CUST-1490,5372.559,+965 57217703,alajmi.interiors490@example.com.kw,,15,KD 35110.482,active,100 St 11,,Ardiya,,,Kuwait,Imported opening balance
Ahmad Al-Kandari  Est. 13,,CUST-1491,3144.805,+965 98875489,,,90,32316.763,active,86 Bldg 10,,Kuwait City,,,Kuwait,Imported opening balance
Al-Enezi General Maintenance  Est. 13,,CUST-1492,0.000,+965 81306901,alenezi.general.maintenance492@example.com.kw,,60,23791.964,active,72 Block 2,,Jahra,,,Kuwait,
Desert Rose Interiors 13,,CUST-1493,0.000,+965 99057828,desert.rose.interiors493@example.com.kw,,90,33337.761,active,15 St 4,,Ahmadi,,,Kuwait,Imported opening balance
Al-Anjari Villas  Est. 13,,CUST-1494,0.000,+965 84499839,alanjari.villas494@example.com.kw,,45,16052.367,active,86 Block 12,,Salmiya,,,Kuwait,Imported opening balance
Al-Roumi Renovation 13,,CUST-1495,6687.754,+965 78562457,alroumi.renovation495@example.com.kw,,60,45521.254,active,,,Hawally,,,Kuwait,
Union Facility Services 13,,CUST-1496,0.000,+965 51182037,union.facility.services496@example.com.kw,,0,47842.256,active,,,Salmiya,,,Kuwait,Imported opening balance
Al-Yaqout Villas 13,,CUST-1497,4947.016,+965 89633054,alyaqout.villas497@example.com.kw,,15,36822.157,active,65 Block 13,,Kuwait City,,,Kuwait,
  Al-Qadi Household  Est. 13,,CUST-1498,6559.857,+965 70639551,alqadi.household498@example.com.kw,,15,23491.359,active,46 Block 2,,Ahmadi,,,Kuwait,
NASSER AL-HAJERI 13,,CUST-1499,0.000,+965 51087428,nasser.alhajeri499@example.com.kw,,90,23061.358,active,73 Block 8,,Hawally,,,Kuwait,Imported opening balance
Desert Rose Interiors 2,,CUST-9719,0.000,+965 96273212,dup3131@example.com.kw,,60,22015.583,active,,,Rai,,,Kuwait,Imported opening balance
Bayt Al-Jomard 5,,CUST-9652,0.000,+965 69649873,dup2354@example.com.kw,,90,35885.734,active,9 Bldg 19,,Fahaheel,,,Kuwait,Imported opening balance
Nasser Al-Hajeri  Est. 10,,CUST-9541,0.000,+965 97063749,dup3489@example.com.kw,,60,34294.033,active,74 Block 8,,Farwaniya,,,Kuwait,
Al-Zamil Villas,,CUST-9083,0.000,+965 78483555,dup3137@example.com.kw,,90,34505.858,active,27 Block 10,,Salmiya,,,Kuwait,Imported opening balance
Al-Bahar Property Services  Est. 11,,CUST-9174,0.000,+965 69060117,,,60,25331.886,active,7 Block 4,,Salmiya,,,Kuwait,
